;retornos;var;es;market
2019-05-301;0.006747955;0.040812003;0.041797711;D2
2019-05-311;0.005457916;0.039932587;0.040895735;D2
2019-06-031;0.032050658;0.041589661;0.042595083;D2
2019-06-041;-0.016133088;0.045026271;0.046134468;D2
2019-06-051;0.00849311;0.04608866;0.047226762;D2
2019-06-061;-0.006512803;0.043972978;0.045051165;D2
2019-06-071;-0.022062203;0.051244551;0.052530214;D2
2019-06-101;-0.020823267;0.045965971;0.04709149;D2
2019-06-111;0.016383444;0.045807714;0.046936674;D2
2019-06-121;-0.004515356;0.045258203;0.04636562;D2
2019-06-131;0.003443757;0.045678186;0.046805337;D2
2019-06-141;-0.002211377;0.041835553;0.042849849;D2
2019-06-171;-0.004105025;0.044104799;0.045186828;D2
2019-06-181;-0.000401376;0.041432615;0.042436548;D2
2019-06-191;-0.001476754;0.0437272;0.044796106;D2
2019-06-201;0.004464795;0.040318521;0.04128975;D2
2019-06-211;-0.001158501;0.042496738;0.043532007;D2
2019-06-241;-0.001136634;0.039729653;0.040686372;D2
2019-06-251;0.021419339;0.041429105;0.042433836;D2
2019-06-261;-0.004096575;0.045606163;0.046731501;D2
2019-06-271;0.001835655;0.044616689;0.045713328;D2
2019-06-281;0.00971639;0.045228967;0.04634361;D2
2019-07-011;0.00607893;0.045348154;0.046466306;D2
2019-07-021;-0.009196149;0.045419559;0.046539869;D2
2019-07-051;-0.007008257;0.044752702;0.045853607;D2
2019-07-081;-0.00631639;0.04392156;0.044998439;D2
2019-07-091;-0.018459273;0.043369221;0.044430207;D2
2019-07-101;-0.007862953;0.042748211;0.04379142;D2
2019-07-111;0.008570498;0.042014263;0.043036567;D2
2019-07-121;-0.000583063;0.041555482;0.042564785;D2
2019-07-151;0.003799272;0.041075187;0.042070971;D2
2019-07-161;-0.001140353;0.040634788;0.041617068;D2
2019-07-171;0.006685557;0.040202584;0.041173881;D2
2019-07-181;-0.001192407;0.0403007;0.041264647;D2
2019-07-191;0.010823543;0.039523685;0.040476303;D2
2019-07-221;-0.001316307;0.039424617;0.04037045;D2
2019-07-231;0.004829899;0.039358536;0.0403065;D2
2019-07-241;-0.015753236;0.037957644;0.038865304;D2
2019-07-251;0.012371725;0.041089293;0.04208558;D2
2019-07-261;-0.001281237;0.037557376;0.038454926;D2
2019-07-291;0.006728072;0.039398025;0.040346909;D2
2019-07-301;-0.006283714;0.038123673;0.039037071;D2
2019-07-311;0.013744311;0.039199793;0.040143135;D2
2019-08-011;0.001118623;0.03712937;0.03801567;D2
2019-08-021;0.010823316;0.039311571;0.040257997;D2
2019-08-051;-0.010205578;0.03855477;0.039480206;D2
2019-08-061;0.002268807;0.040587387;0.041557693;D2
2019-08-071;-0.008410541;0.044219073;0.045301924;D2
2019-08-081;-0.012087314;0.042778487;0.043818204;D2
2019-08-091;0.013194824;0.041524909;0.042529;D2
2019-08-121;0.002798049;0.042734266;0.043775598;D2
2019-08-131;-0.021976527;0.046312644;0.047457588;D2
2019-08-141;0.015565336;0.041977957;0.042997289;D2
2019-08-151;-0.003787972;0.044628056;0.045723384;D2
2019-08-161;0.004863103;0.042439684;0.043473469;D2
2019-08-191;-0.00267945;0.044403993;0.04549272;D2
2019-08-201;0.007837379;0.04239796;0.043425019;D2
2019-08-211;-0.001309218;0.04325345;0.044310619;D2
2019-08-221;0.01437345;0.041378933;0.042374447;D2
2019-08-231;0.019749829;0.042279635;0.04330959;D2
2019-08-261;0.000452045;0.046908935;0.048069593;D2
2019-08-271;0.005927398;0.053000726;0.054349284;D2
2019-08-281;-0.004381494;0.0478338;0.04902403;D2
2019-08-291;0.00205469;0.051191112;0.052484117;D2
2019-08-301;0.014808503;0.049505277;0.050742656;D2
2019-09-031;-0.009240967;0.049236558;0.050462457;D2
2019-09-041;0.004217696;0.046765339;0.047896531;D2
2019-09-051;-0.008195164;0.048419946;0.049613695;D2
2019-09-061;0.003720409;0.044468246;0.045549338;D2
2019-09-091;0.004731203;0.045070728;0.046175822;D2
2019-09-101;0.000633281;0.043282018;0.044329879;D2
2019-09-111;-0.011812071;0.043748395;0.044817156;D2
2019-09-121;-0.002233208;0.041260508;0.042257703;D2
2019-09-131;0.00189024;0.042508999;0.043544491;D2
2019-09-161;0.00794943;0.040556784;0.041533594;D2
2019-09-171;-0.009222242;0.04134035;0.042340319;D2
2019-09-181;-0.000660032;0.039659027;0.040613568;D2
2019-09-191;-0.001132847;0.040626156;0.041608128;D2
2019-09-201;0.020967717;0.038900382;0.039834872;D2
2019-09-231;-0.002220807;0.046753891;0.04791299;D2
2019-09-241;0.027551154;0.047530567;0.048712884;D2
2019-09-251;-0.008390715;0.055301842;0.056722092;D2
2019-09-261;0.012948188;0.048313704;0.049510314;D2
2019-09-271;0.003979654;0.057256351;0.05872319;D2
2019-09-301;-0.003788272;0.0490352;0.050259536;D2
2019-10-011;0.008864227;0.052081179;0.053393875;D2
2019-10-021;0.006534497;0.045498261;0.04661822;D2
2019-10-031;-0.003671946;0.053748547;0.05511609;D2
2019-10-041;-0.004225771;0.04419294;0.045266251;D2
2019-10-071;-0.001967224;0.053168646;0.054521101;D2
2019-10-081;0.009738655;0.043533272;0.04458974;D2
2019-10-091;0.005864773;0.049607934;0.050844999;D2
2019-10-101;0.008316709;0.046332893;0.047473331;D2
2019-10-111;0.010201571;0.051839313;0.053149264;D2
2019-10-141;-0.000609166;0.041902939;0.042918643;D2
2019-10-151;-0.011265291;0.049729994;0.050972847;D2
2019-10-161;-0.001949081;0.042871996;0.043904406;D2
2019-10-171;0.006702767;0.046011131;0.047147207;D2
2019-10-181;0.008489633;0.040971248;0.041953925;D2
2019-10-211;-0.005902615;0.045970546;0.047097553;D2
2019-10-221;0.008037908;0.039554342;0.040504099;D2
2019-10-231;0.004272938;0.042813212;0.043854985;D2
2019-10-241;-0.004757534;0.041852433;0.042868979;D2
2019-10-251;-0.035336382;0.040571801;0.041552234;D2
2019-10-281;-0.017361734;0.041406752;0.042411477;D2
2019-10-291;0.007285779;0.04253563;0.043571992;D2
2019-10-301;-0.007354077;0.039703322;0.040660519;D2
2019-10-311;-0.001950764;0.046279915;0.047425187;D2
2019-11-011;-5.18E-06;0.04156617;0.042575436;D2
2019-11-041;-0.003967524;0.042753214;0.043796478;D2
2019-11-051;0.005579377;0.041329526;0.042332323;D2
2019-11-061;0.005175736;0.043106907;0.044160354;D2
2019-11-071;0.006588461;0.039224461;0.04016841;D2
2019-11-081;0.003421682;0.04202745;0.043050124;D2
2019-11-111;0.002125341;0.039401299;0.040350186;D2
2019-11-121;-8.77E-05;0.040619092;0.041602006;D2
2019-11-131;0.009942754;0.04270431;0.043746265;D2
2019-11-141;-0.000514677;0.042186019;0.043213208;D2
2019-11-151;0.007892009;0.039781703;0.040741192;D2
2019-11-181;-0.00601771;0.041747394;0.042762133;D2
2019-11-191;-0.004857157;0.041849694;0.042867333;D2
2019-11-201;0.003905555;0.039792832;0.040752633;D2
2019-11-211;0.003390652;0.040341472;0.041316604;D2
2019-11-221;-0.004835911;0.040527604;0.041507953;D2
2019-11-251;-0.012325168;0.039284743;0.040230408;D2
2019-11-261;-0.011883421;0.039243861;0.040188392;D2
2019-11-271;-0.01054007;0.039469689;0.040420493;D2
2019-12-021;0.012977587;0.03872934;0.039659623;D2
2019-12-031;-0.01062977;0.038595936;0.039521509;D2
2019-12-041;0.006943;0.038669784;0.039598347;D2
2019-12-051;0.014924095;0.038324266;0.039242674;D2
2019-12-061;0.000809427;0.038138617;0.039050689;D2
2019-12-091;-0.000870461;0.038142409;0.039056378;D2
2019-12-101;0.003448523;0.038062126;0.038970402;D2
2019-12-111;-0.004134423;0.03774331;0.038646554;D2
2019-12-121;-0.003396342;0.037825684;0.038729018;D2
2019-12-131;0.002972587;0.037643682;0.038544213;D2
2019-12-161;-0.001925441;0.03752768;0.038424157;D2
2019-12-171;-0.003812115;0.037274605;0.038165006;D2
2019-12-181;0.006506242;0.038940241;0.03987392;D2
2019-12-191;-0.005312796;0.037166422;0.038053885;D2
2019-12-201;0.010560213;0.03802035;0.038930204;D2
2019-12-231;-0.00160671;0.037613343;0.038512997;D2
2019-12-261;-0.03334573;0.037707658;0.038609498;D2
2019-12-271;0.005194845;0.038445278;0.039367757;D2
2019-12-301;0.019307037;0.037812619;0.038717545;D2
2019-12-311;-0.003654559;0.044244649;0.045330896;D2
2020-01-021;-0.010949131;0.04576725;0.046897729;D2
2020-01-031;-0.004372159;0.04863173;0.049772511;D2
2020-01-061;-0.025117621;0.042640678;0.043668217;D2
2020-01-071;-0.001372994;0.04691919;0.04807037;D2
2020-01-081;-0.001567311;0.042501264;0.043524885;D2
2020-01-091;0.004838167;0.043557947;0.044611734;D2
2020-01-101;0.005780097;0.041904125;0.042910862;D2
2020-01-131;-0.001768555;0.043229539;0.044273853;D2
2020-01-141;0.008821107;0.040071023;0.041026231;D2
2020-01-151;0.003686806;0.042252234;0.04326867;D2
2020-01-161;0.003793036;0.039916337;0.040867289;D2
2020-01-171;0.011565398;0.041002555;0.041983787;D2
2020-01-211;-0.01619147;0.039212434;0.040143889;D2
2020-01-221;0.001373504;0.040712527;0.041685648;D2
2020-01-231;-0.00083777;0.038599978;0.039514481;D2
2020-01-241;0.014341415;0.040038798;0.040993072;D2
2020-01-271;-0.007410433;0.038434111;0.03934403;D2
2020-01-281;-0.004553259;0.043736858;0.044795591;D2
2020-01-291;-0.003912448;0.039619011;0.040561605;D2
2020-01-301;-0.006594155;0.041188826;0.042175225;D2
2020-01-311;0.020666321;0.039984196;0.040936926;D2
2020-02-031;0.003310962;0.04847956;0.049676937;D2
2020-02-041;-0.005456557;0.042538695;0.043563556;D2
2020-02-051;0.014351184;0.048852321;0.05006102;D2
2020-02-061;-0.007378371;0.042204318;0.043219472;D2
2020-02-071;-0.013669754;0.047662653;0.048835901;D2
2020-02-101;-0.018610386;0.040228308;0.041187906;D2
2020-02-111;0.00149588;0.04870804;0.049912275;D2
2020-02-121;0.005344078;0.039195816;0.040126719;D2
2020-02-131;0.000997048;0.046089967;0.047216844;D2
2020-02-141;0.007329271;0.038444806;0.039355011;D2
2020-02-181;-0.005944675;0.047472773;0.048640283;D2
2020-02-191;-0.000473882;0.040964716;0.041944826;D2
2020-02-201;0.013260072;0.04712282;0.04828002;D2
2020-02-211;0.021004716;0.039491209;0.040430267;D2
2020-02-241;-0.008903559;0.054332129;0.055707835;D2
2020-02-251;0.028917268;0.043852498;0.044914544;D2
2020-02-261;0.001603954;0.05816883;0.059665815;D2
2020-02-271;0.010717394;0.057787813;0.059272782;D2
2020-02-281;-0.037702588;0.066146087;0.067906213;D2
2020-03-021;-0.021320939;0.063255877;0.064918924;D2
2020-03-031;0.025470423;0.065026544;0.066748763;D2
2020-03-041;-0.011372673;0.07145633;0.073399666;D2
2020-03-051;-0.003058883;0.074113756;0.076151287;D2
2020-03-061;-0.005999961;0.067714138;0.069527578;D2
2020-03-091;-0.018077225;0.067887151;0.069706519;D2
2020-03-101;-0.005611975;0.063232458;0.064894646;D2
2020-03-111;0.026497116;0.067329968;0.069130251;D2
2020-03-121;0.007148198;0.069612826;0.071491744;D2
2020-03-131;-0.003531806;0.071651719;0.073601894;D2
2020-03-161;-0.041135543;0.077567726;0.079730144;D2
2020-03-171;-0.023360781;0.068958306;0.070814555;D2
2020-03-181;-0.056337495;0.070191851;0.072090907;D2
2020-03-191;-0.014600914;0.063435505;0.065104442;D2
2020-03-201;0.039836667;0.063162305;0.06482216;D2
2020-03-231;-0.038989587;0.066808656;0.068591197;D2
2020-03-241;0.001246606;0.071755405;0.073709257;D2
2020-03-251;0.02315251;0.065574267;0.067314913;D2
2020-03-261;-0.027698709;0.076477783;0.078600874;D2
2020-03-271;0.017953725;0.072711792;0.074699847;D2
2020-03-301;-0.026699983;0.070317606;0.072221698;D2
2020-03-311;0.007675214;0.071659993;0.073610793;D2
2020-04-011;0.01567385;0.066950168;0.06873845;D2
2020-04-021;-0.010355685;0.072052999;0.074017879;D2
2020-04-031;0.000178766;0.066557237;0.068331496;D2
2020-04-061;-0.025391346;0.06162324;0.063232441;D2
2020-04-071;0.004369783;0.060391984;0.061961541;D2
2020-04-081;-0.005229436;0.060796661;0.062379583;D2
2020-04-091;0.00440511;0.060997805;0.062586943;D2
2020-04-131;-0.058425795;0.05700121;0.058461423;D2
2020-04-141;-0.030196368;0.05877978;0.060296653;D2
2020-04-151;-0.024202892;0.055116111;0.056516487;D2
2020-04-161;-0.020876417;0.053462274;0.054811071;D2
2020-04-171;-0.004371305;0.051005742;0.052279585;D2
2020-04-201;0.003180076;0.058560641;0.060070383;D2
2020-04-211;0.042124578;0.04960467;0.050836081;D2
2020-04-221;0.007411727;0.059930515;0.061484465;D2
2020-04-231;-0.002112678;0.054865578;0.056259726;D2
2020-04-241;0.00542859;0.05768225;0.059164535;D2
2020-04-271;0.029025603;0.05238032;0.053697073;D2
2020-04-281;0.027390737;0.063345192;0.065012622;D2
2020-04-291;-0.010507884;0.0661904;0.067952753;D2
2020-04-301;-0.02078774;0.065365653;0.067099755;D2
2020-05-011;0.021071732;0.060069239;0.06162778;D2
2020-05-041;-0.027588097;0.077011085;0.07915338;D2
2020-05-051;0.006803181;0.062632377;0.064275091;D2
2020-05-061;-0.007605465;0.06904237;0.070902708;D2
2020-05-071;0.003713699;0.057928766;0.05941902;D2
2020-05-081;-0.001789708;0.064329648;0.066029356;D2
2020-05-111;-0.008182045;0.052240149;0.053551685;D2
2020-05-121;0.025470977;0.058494826;0.060002526;D2
2020-05-131;0.000128635;0.057769045;0.059254896;D2
2020-05-141;-0.010829199;0.066670686;0.068449544;D2
2020-05-151;-0.016400386;0.061757967;0.06337239;D2
2020-05-181;-0.010344267;0.067443848;0.06924862;D2
2020-05-191;-0.00432274;0.056153287;0.057586426;D2
2020-05-201;-0.005448537;0.061441739;0.063044999;D2
2020-05-211;0.017000034;0.053370115;0.054716064;D2
2020-05-221;0.001857834;0.055827672;0.057250286;D2
2020-05-261;0.014890866;0.05416083;0.055531235;D2
2020-05-271;-0.001742508;0.057121897;0.05858543;D2
2020-05-281;-0.011579176;0.049533729;0.050762648;D2
2020-05-291;-0.002335796;0.05334965;0.054694864;D2
2020-06-011;-0.014187554;0.057358128;0.058829162;D2
2020-06-021;-0.001839392;0.050721664;0.051986483;D2
2020-06-031;0.000483713;0.049305035;0.050527825;D2
2020-06-041;0.006866355;0.053367082;0.054713179;D2
2020-06-051;-0.008590579;0.047503553;0.048672164;D2
2020-06-081;-0.002747058;0.046916813;0.048068112;D2
2020-06-091;-0.024044909;0.047231362;0.048391853;D2
2020-06-101;-0.001825442;0.045909282;0.047030933;D2
2020-06-111;0.009268888;0.047973272;0.049155734;D2
2020-06-121;0.028539437;0.051617887;0.052909962;D2
2020-06-151;-0.0114841;0.062227169;0.063856116;D2
2020-06-161;0.00672795;0.055241955;0.056646118;D2
2020-06-171;0.003951607;0.060080182;0.061638851;D2
2020-06-181;-0.001909945;0.055754082;0.057174347;D2
2020-06-191;0.003846658;0.057447188;0.058921076;D2
2020-06-221;-0.011020427;0.052654066;0.053977831;D2
2020-06-231;-0.008443363;0.060113169;0.061672855;D2
2020-06-241;0.009979376;0.057658229;0.059138833;D2
2020-06-251;-0.006712384;0.06499168;0.066712679;D2
2020-06-261;0.024784864;0.059746027;0.061293792;D2
2020-06-291;0.010405264;0.073023265;0.07502192;D2
2020-06-301;-0.024312852;0.06535005;0.067083115;D2
2020-07-011;-0.039494082;0.064210427;0.065905216;D2
2020-07-021;0.013238583;0.062040469;0.063663215;D2
2020-07-061;-0.039413334;0.061245911;0.062842552;D2
2020-07-071;0.019979119;0.054475081;0.055855295;D2
2020-07-081;-0.015961873;0.06594793;0.067701234;D2
2020-07-091;-0.013262058;0.056329593;0.057768001;D2
2020-07-101;-0.005807032;0.061912869;0.063531426;D2
2020-07-131;0.055336405;0.057286285;0.058755034;D2
2020-07-141;0.010999451;0.071253046;0.073189216;D2
2020-07-151;0.013604638;0.056894179;0.058350456;D2
2020-07-161;-0.002695707;0.066068031;0.067825367;D2
2020-07-171;0.021831597;0.057213957;0.058680397;D2
2020-07-201;-0.053196687;0.070067119;0.07196183;D2
2020-07-211;0.040973925;0.055984075;0.057411552;D2
2020-07-221;0.004423812;0.07798578;0.080163636;D2
2020-07-231;0.033124695;0.064157098;0.065850172;D2
2020-07-241;-0.023966792;0.083484217;0.085867094;D2
2020-07-271;0.010018226;0.067054247;0.068845285;D2
2020-07-281;0.019228254;0.075175134;0.077250841;D2
2020-07-291;0.000121253;0.064784217;0.066498711;D2
2020-07-301;-0.013905157;0.06804117;0.069866044;D2
2020-07-311;0.027390457;0.058771724;0.060288489;D2
2020-08-031;0.026192046;0.07342661;0.07543991;D2
2020-08-041;-0.004260725;0.068581118;0.070424519;D2
2020-08-051;-0.012559757;0.07227376;0.074246317;D2
2020-08-061;-0.004425541;0.062634504;0.06427713;D2
2020-08-071;0.015321409;0.066013112;0.067768747;D2
2020-08-101;0.008865629;0.057537015;0.05901391;D2
2020-08-111;0.010710319;0.060665;0.0622428;D2
2020-08-121;-0.001952161;0.052316293;0.053630684;D2
2020-08-131;0.00986459;0.057610677;0.059091154;D2
2020-08-141;0.011186849;0.049251507;0.050473022;D2
2020-08-171;-0.001204946;0.056038566;0.057468467;D2
2020-08-181;-0.02940479;0.047945376;0.049128465;D2
2020-08-191;0.015089366;0.051703365;0.052998774;D2
2020-08-201;-0.010769464;0.045689991;0.046806322;D2
2020-08-211;0.007166938;0.049625467;0.050858379;D2
2020-08-241;0.010768231;0.043324147;0.044371744;D2
2020-08-251;-0.011599167;0.047275402;0.048437501;D2
2020-08-261;-0.020698429;0.043141846;0.044183785;D2
2020-08-271;0.015285706;0.04483905;0.045929673;D2
2020-08-281;0.014442931;0.04177785;0.042781765;D2
2020-08-311;-0.008605968;0.044124761;0.045195785;D2
2020-09-011;0.00329688;0.040381745;0.041348089;D2
2020-09-021;0.005571558;0.047257651;0.048420222;D2
2020-09-031;0.029584386;0.041643294;0.042643852;D2
2020-09-041;0.011467328;0.052330153;0.053644889;D2
2020-09-081;-0.014533693;0.050673255;0.051937078;D2
2020-09-091;-0.007564048;0.060229141;0.061793881;D2
2020-09-101;0.038579969;0.050548804;0.051808966;D2
2020-09-111;0.011946402;0.06375412;0.065434775;D2
2020-09-141;0.03109676;0.064938482;0.06665907;D2
2020-09-151;0.00202967;0.075518376;0.077607684;D2
2020-09-161;0.030913089;0.06047988;0.062052145;D2
2020-09-171;0.008484861;0.094547252;0.097364591;D2
2020-09-181;0.021473596;0.062595988;0.064237305;D2
2020-09-211;-0.020876713;0.089582079;0.092200776;D2
2020-09-221;-0.028827098;0.07049703;0.072406877;D2
2020-09-231;0.031392175;0.081462124;0.083768801;D2
2020-09-241;-0.011056372;0.067805209;0.069622578;D2
2020-09-251;-0.009640725;0.095697024;0.098561217;D2
2020-09-281;-0.000294769;0.065322845;0.067055568;D2
2020-09-291;0.01794217;0.079180308;0.0814031;D2
2020-09-301;0.003507324;0.061898279;0.063516928;D2
2020-10-011;-0.00014043;0.071562569;0.073509989;D2
2020-10-021;0.006710774;0.053418506;0.054766298;D2
2020-10-051;-0.008692627;0.065308465;0.067041595;D2
2020-10-061;0.016249265;0.050117011;0.051364245;D2
2020-10-071;-0.012460372;0.05803559;0.059532026;D2
2020-10-081;0.00790162;0.047943542;0.049127884;D2
2020-10-091;-0.020002341;0.054160853;0.055533538;D2
2020-10-121;-0.022696591;0.044911327;0.046005195;D2
2020-10-131;0.002647906;0.056984721;0.058444723;D2
2020-10-141;0.026086866;0.049631957;0.050864451;D2
2020-10-151;-0.013260624;0.070059768;0.071954875;D2
2020-10-161;0.064883013;0.053868735;0.055230592;D2
2020-10-191;0.01915498;0.076811113;0.078946475;D2
2020-10-201;0.002745642;0.05641657;0.057858113;D2
2020-10-211;0.008694389;0.073130302;0.075133315;D2
2020-10-221;0.006947566;0.05725532;0.058723381;D2
2020-10-231;-0.002764126;0.074879777;0.076944959;D2
2020-10-261;-0.000303945;0.050119016;0.051365846;D2
2020-10-271;-0.021074678;0.066649717;0.068427247;D2
2020-10-281;0.02286329;0.054600745;0.055985058;D2
2020-10-291;-0.000135857;0.081391366;0.083695472;D2
2020-10-301;0.028462693;0.067269067;0.069067359;D2
2020-11-021;0.013672249;0.089731046;0.092355506;D2
2020-11-031;-0.009102622;0.067700594;0.069513601;D2
2020-11-041;-0.019289252;0.084141793;0.086549653;D2
2020-11-051;0.007045614;0.059584114;0.061126844;D2
2020-11-061;-0.003463153;0.074330252;0.076375912;D2
2020-11-091;0.018017451;0.054975479;0.056371466;D2
2020-11-101;0.018909592;0.07267074;0.074657157;D2
2020-11-111;-0.011937675;0.059379517;0.060915742;D2
2020-11-121;0.013703841;0.066841582;0.068625403;D2
2020-11-131;-0.00405942;0.060566729;0.062141287;D2
2020-11-161;-0.014853379;0.069347376;0.071217159;D2
2020-11-171;0.007280168;0.051932045;0.053233687;D2
2020-11-181;0.014178594;0.062355972;0.063989833;D2
2020-11-191;0.002962171;0.051340998;0.05262496;D2
2020-11-201;0.000396498;0.055532201;0.056945696;D2
2020-11-231;0.002513546;0.047069836;0.048225585;D2
2020-11-241;-0.004971738;0.05377223;0.055130608;D2
2020-11-251;-0.013628741;0.04517211;0.046272677;D2
2020-11-301;0.01165136;0.049292869;0.050514837;D2
2020-12-011;-0.007809478;0.044150672;0.045221437;D2
2020-12-021;0.002365844;0.047566644;0.048737016;D2
2020-12-031;0.004182909;0.04177456;0.0427775;D2
2020-12-041;0.007576111;0.045994742;0.047119516;D2
2020-12-071;-0.000622385;0.040956411;0.041936586;D2
2020-12-081;-0.003774668;0.044078629;0.045147352;D2
2020-12-091;0.011785163;0.044272438;0.045346665;D2
2020-12-101;-0.002354538;0.045002253;0.046097553;D2
2020-12-111;-0.010362483;0.04190379;0.042910642;D2
2020-12-141;-0.003865603;0.044142473;0.045213155;D2
2020-12-151;0.002669552;0.042124665;0.043137763;D2
2020-12-161;-0.017083738;0.046651998;0.047795631;D2
2020-12-171;0.005905823;0.04267717;0.04370626;D2
2020-12-181;0.011916664;0.043971036;0.04503685;D2
2020-12-211;0.003967433;0.042188332;0.043203133;D2
2020-12-221;-0.000768699;0.04450331;0.045584429;D2
2020-12-231;0.010597055;0.040015447;0.040969235;D2
2020-12-281;-0.026403813;0.043487637;0.044539336;D2
2020-12-291;-0.008749154;0.040191468;0.041150093;D2
2020-12-301;0.015648994;0.041853168;0.042858352;D2
2020-12-311;0.003732854;0.040223606;0.041183043;D2
2021-01-041;0.016361162;0.038559909;0.039538992;D2
2021-01-051;-0.005870594;0.037343489;0.038275628;D2
2021-01-061;-0.005644795;0.039894912;0.040899565;D2
2021-01-071;0.009826993;0.035546919;0.03643138;D2
2021-01-081;-0.002415952;0.041400279;0.042448835;D2
2021-01-111;0.015572822;0.035642259;0.036529906;D2
2021-01-121;-0.00263641;0.039201365;0.040187829;D2
2021-01-131;-0.003169206;0.035985779;0.036883026;D2
2021-01-141;0.014665922;0.039098544;0.040082239;D2
2021-01-151;0.000786189;0.038800242;0.039775586;D2
2021-01-191;-0.004701737;0.040462857;0.041485182;D2
2021-01-201;-0.020579339;0.036903363;0.037824589;D2
2021-01-211;-0.00159526;0.040197628;0.041211628;D2
2021-01-221;0.002187306;0.037276743;0.038209191;D2
2021-01-251;0.00086912;0.03857799;0.039546865;D2
2021-01-261;-0.005894938;0.04080173;0.041833294;D2
2021-01-271;0.020786955;0.040286;0.041303066;D2
2021-01-281;0.0039968;0.044506615;0.045645742;D2
2021-01-291;0.00645756;0.044362284;0.045497236;D2
2021-02-011;-0.023738089;0.049852446;0.05115215;D2
2021-02-021;-0.002032104;0.046265214;0.04745649;D2
2021-02-031;0.035503877;0.045865646;0.047044895;D2
2021-02-041;0.000383263;0.053477676;0.054889955;D2
2021-02-051;-0.003548684;0.049432343;0.050717556;D2
2021-02-081;0.007743163;0.049482048;0.05076573;D2
2021-02-091;0.006855628;0.046804588;0.048007408;D2
2021-02-101;0.005573194;0.048578833;0.049836976;D2
2021-02-111;0.00783873;0.043511874;0.044620469;D2
2021-02-121;-0.013828085;0.045398904;0.046563566;D2
2021-02-161;-0.002056985;0.042639423;0.043719834;D2
2021-02-171;-0.011957104;0.043259369;0.044359306;D2
2021-02-181;-0.012512431;0.04070077;0.041723558;D2
2021-02-191;0.017141728;0.042432912;0.043502305;D2
2021-02-221;0.01411399;0.039494847;0.040483743;D2
2021-02-231;-0.032177766;0.045126396;0.046280185;D2
2021-02-241;0.00031129;0.040271424;0.041286207;D2
2021-02-251;0.020942349;0.041650947;0.042705233;D2
2021-02-261;-0.002771614;0.047413096;0.048626553;D2
2021-03-011;0.003309026;0.046835036;0.048033296;D2
2021-03-021;0.019720062;0.048519273;0.049772832;D2
2021-03-031;0.00653438;0.057122823;0.058648055;D2
2021-03-041;-0.000184953;0.051957536;0.053318692;D2
2021-03-051;0.001611025;0.053588151;0.055001847;D2
2021-03-081;0.018679348;0.049280568;0.050561597;D2
2021-03-091;-0.006460786;0.051889524;0.053251435;D2
2021-03-101;0.01331501;0.047136717;0.048353682;D2
2021-03-111;-0.001269741;0.046553586;0.047753272;D2
2021-03-121;-0.002469372;0.048541929;0.049801576;D2
2021-03-151;-0.007495072;0.04331914;0.04442332;D2
2021-03-161;0.009463684;0.046627711;0.047828781;D2
2021-03-171;-0.015704336;0.042696442;0.043782288;D2
2021-03-181;0.021481326;0.043673493;0.044788004;D2
2021-03-191;-0.008707474;0.0481829;0.049431597;D2
2021-03-221;-5.24E-05;0.047842141;0.049080635;D2
2021-03-231;-0.003511176;0.045520364;0.046687791;D2
2021-03-241;0.008545179;0.045353149;0.046516345;D2
2021-03-251;-0.006216274;0.045335035;0.046498126;D2
2021-03-261;0.002746246;0.044343067;0.045463327;D2
2021-03-291;-0.012553745;0.042645487;0.043719106;D2
2021-03-301;-0.004089493;0.043746353;0.04484551;D2
2021-03-311;-0.006210601;0.04153326;0.042575284;D2
2021-04-011;-0.01324309;0.041752895;0.042787246;D2
2021-04-051;-0.009426678;0.040884895;0.041901291;D2
2021-04-061;-0.010934957;0.040985878;0.041997686;D2
2021-04-071;-0.003513113;0.039341165;0.040317;D2
2021-04-081;0.007387741;0.039601288;0.040586815;D2
2021-04-091;-0.010723354;0.03871801;0.03967876;D2
2021-04-121;-0.005557421;0.038445908;0.039404311;D2
2021-04-131;0.003186501;0.037902499;0.038844415;D2
2021-04-141;0.020753736;0.037936939;0.038883159;D2
2021-04-151;0.009314394;0.04868414;0.049941324;D2
2021-04-161;-0.004209412;0.043632812;0.044742761;D2
2021-04-191;0.007973017;0.045256303;0.04639983;D2
2021-04-201;0.011644536;0.043531177;0.044628372;D2
2021-04-211;-0.007982008;0.045753609;0.04692126;D2
2021-04-221;0.008207647;0.03988815;0.040889365;D2
2021-04-231;-0.001829486;0.045236333;0.046391978;D2
2021-04-261;-0.008820764;0.039975066;0.040980558;D2
2021-04-271;0.003420076;0.042210783;0.043277881;D2
2021-04-281;-0.016565559;0.0390107;0.039989049;D2
2021-04-291;0.010040067;0.041780386;0.04283756;D2
2021-04-301;0.015025509;0.037529986;0.038466301;D2
2021-05-031;0.016027253;0.041475179;0.042524212;D2
2021-05-041;-0.003382933;0.040955358;0.041990432;D2
2021-05-051;0.014243094;0.042094959;0.043161787;D2
2021-05-061;-0.012624252;0.039345642;0.040334563;D2
2021-05-071;0.010329022;0.041606767;0.042657066;D2
2021-05-101;0.015020375;0.039352799;0.040341442;D2
2021-05-111;-0.028606399;0.039838093;0.040841365;D2
2021-05-121;0.001381532;0.039119316;0.040101372;D2
2021-05-131;0.010625673;0.040627576;0.041652064;D2
2021-05-141;-0.007351977;0.042474735;0.043551892;D2
