;x
24-02-2023;-0.003679786
27-02-2023;0.001018062
28-02-2023;0.003635275
01-03-2023;-0.009451423
02-03-2023;0.008428901
03-03-2023;0.018928704
06-03-2023;0.001105798
07-03-2023;-0.014315046
08-03-2023;-0.000293419
09-03-2023;-0.018695702
10-03-2023;-0.008465229
13-03-2023;0.01523959
14-03-2023;0.009189771
15-03-2023;0.013513481
16-03-2023;0.023891851
17-03-2023;-0.007487013
20-03-2023;0.016287582
21-03-2023;0.010757172
22-03-2023;-0.011884535
23-03-2023;0.000543281
24-03-2023;0.006475764
27-03-2023;-0.011469089
28-03-2023;-0.003875848
29-03-2023;0.008088675
30-03-2023;0.005247124
31-03-2023;0.014362282
03-04-2023;0.010442755
04-04-2023;-0.005025759
05-04-2023;-0.006148462
06-04-2023;0.013336331
10-04-2023;0.002439051
11-04-2023;-0.010371448
12-04-2023;-0.006161833
13-04-2023;0.023626802
14-04-2023;0.002003699
17-04-2023;0.00066203
18-04-2023;0.003457458
19-04-2023;0.010645742
20-04-2023;0.003518127
21-04-2023;0.000182604
24-04-2023;0.00160424
25-04-2023;-0.007420004
26-04-2023;0.004468394
27-04-2023;0.017406238
28-04-2023;0.00783855
01-05-2023;0.001269275
02-05-2023;-0.008384755
03-05-2023;-0.012810289
04-05-2023;0.005960646
05-05-2023;0.013735036
08-05-2023;0.005782038
09-05-2023;-0.00666967
10-05-2023;0.003405449
11-05-2023;0.000634288
12-05-2023;-0.006353172
15-05-2023;-0.005792674
16-05-2023;0.001017878
17-05-2023;0.004761695
18-05-2023;0.010481755
19-05-2023;-0.004412991
22-05-2023;0.001463865
23-05-2023;-0.008905316
24-05-2023;0.004666983
25-05-2023;0.002460409
26-05-2023;0.009304316
30-05-2023;0.001694484
31-05-2023;-0.000412624
01-06-2023;0.012043322
02-06-2023;-0.001549928
05-06-2023;-0.017776361
06-06-2023;-0.004734374
07-06-2023;-0.0034577
08-06-2023;0.013247598
09-06-2023;-0.003060881
12-06-2023;0.015092396
13-06-2023;0.003797006
14-06-2023;0.00250613
15-06-2023;0.010543063
16-06-2023;-0.010781958
20-06-2023;0.001570136
21-06-2023;-0.003359533
22-06-2023;0.018130199
23-06-2023;0.007041131
26-06-2023;-0.008090764
27-06-2023;0.011635468
28-06-2023;0.006019302
29-06-2023;0.001955752
30-06-2023;0.009987585
05-07-2023;-0.001409689
06-07-2023;0.01056498
07-07-2023;-0.002905956
10-07-2023;-0.003627745
11-07-2023;-0.005006409
12-07-2023;0.000869654
13-07-2023;0.000865627
14-07-2023;0.003072958
17-07-2023;0.01023316
18-07-2023;0.001678237
19-07-2023;0.011304957
20-07-2023;-0.009866215
21-07-2023;-0.011578728
24-07-2023;-0.002773844
25-07-2023;0.000544401
26-07-2023;0.005435879
27-07-2023;-0.014898871
28-07-2023;0.00655338
31-07-2023;0.001808528
01-08-2023;-0.003292158
02-08-2023;-0.012101243
03-08-2023;-0.00243258
04-08-2023;-0.018291792
07-08-2023;-0.020189167
08-08-2023;0.001561408
09-08-2023;-0.015045986
10-08-2023;-0.007608229
11-08-2023;0.001944159
14-08-2023;0.008338425
15-08-2023;-0.006477943
16-08-2023;-0.0014189
17-08-2023;-0.018762986
18-08-2023;0.014113961
21-08-2023;0.002133393
22-08-2023;0.000876664
23-08-2023;0.013705476
24-08-2023;-0.023195015
25-08-2023;0.005896009
28-08-2023;0.000829361
29-08-2023;0.023393631
30-08-2023;0.014434448
31-08-2023;-0.000905764
01-09-2023;0.001033609
05-09-2023;0.006772519
06-09-2023;-0.027139169
07-09-2023;0.014346001
08-09-2023;-0.000143597
11-09-2023;-0.003219602
12-09-2023;-0.018265507
13-09-2023;-0.012800928
14-09-2023;0.011465285
15-09-2023;-0.007970395
18-09-2023;0.006667021
19-09-2023;0.008616762
20-09-2023;-0.020344618
21-09-2023;-0.003158516
22-09-2023;0.000916766
25-09-2023;0.008908787
26-09-2023;-0.016667347
27-09-2023;-0.012796367
28-09-2023;0.004879265
29-09-2023;-0.004634127
02-10-2023;0.013227618
03-10-2023;0.000952091
04-10-2023;0.014508596
05-10-2023;0.006222603
06-10-2023;0.019499612
09-10-2023;0.011523537
10-10-2023;0.001317941
11-10-2023;0.008410686
12-10-2023;0.003629755
13-10-2023;-0.015101845
16-10-2023;0.008985898
17-10-2023;0.003394557
18-10-2023;0.001483588
19-10-2023;-0.004315653
20-10-2023;-0.014530151
23-10-2023;0.011601486
24-10-2023;0.002599968
25-10-2023;-0.003353794
26-10-2023;-0.021827212
27-10-2023;0.008982499
30-10-2023;0.00763445
31-10-2023;0.009180292
01-11-2023;0.01640813
02-11-2023;0.01299356
03-11-2023;0.012592497
06-11-2023;0.016391469
07-11-2023;0.014983404
08-11-2023;0.002520464
09-11-2023;-0.003037107
10-11-2023;0.012849499
13-11-2023;-0.006046092
14-11-2023;-0.001681561
15-11-2023;0.000878176
16-11-2023;0.001424143
17-11-2023;-0.003710655
20-11-2023;0.007605354
21-11-2023;-0.004369554
22-11-2023;-0.000992043
27-11-2023;-7.72E-05
28-11-2023;0.003315246
29-11-2023;-0.008940419
30-11-2023;0.001000952
01-12-2023;0.004687448
04-12-2023;-0.003003893
05-12-2023;0.016894268
06-12-2023;-0.012076478
07-12-2023;0.002475685
08-12-2023;0.007414104
11-12-2023;0.000386402
12-12-2023;0.008353968
13-12-2023;0.015045465
14-12-2023;-0.000149393
15-12-2023;-0.001747461
18-12-2023;-0.00148206
19-12-2023;0.003155798
20-12-2023;-0.010213885
21-12-2023;-0.006861827
22-12-2023;-0.008283364
26-12-2023;-0.004216719
27-12-2023;0.002954908
28-12-2023;-0.001909317
29-12-2023;-0.007301036
