dts,jumps_1,jumps_2,jumps_3,jumps_4,jumps_5
02/01/2008,0.000169655691045061,0.000215804794749572,0,0,0
03/01/2008,-0,0,0,0,0
04/01/2008,0,-0,0,-0,-0
07/01/2008,0,-0,0,0,0
08/01/2008,-0,-0,-0,0,0
09/01/2008,0,0,0,0,0
10/01/2008,0,0,0,0,0
11/01/2008,0,0,0,-0,-0
14/01/2008,-0,0,9.94128197905252e-05,-0,-0
15/01/2008,-0,-0,0.000121591740432358,0,4.97079775222911e-05
16/01/2008,0,0,0.000215527473409243,0,0.000204773940638202
17/01/2008,0,-0,0,0.000120470644026822,-0
18/01/2008,0,0.000495053365161292,-0,0.000150920384356843,-0
22/01/2008,0.000677059766257293,-0,0,-0,0.000208999117678121
23/01/2008,0,-0,0,0,-0
24/01/2008,-0,0,0.000530008411131643,0,0
25/01/2008,0,0.000431710546321995,0,0,0
28/01/2008,0,-0,0,0,0
29/01/2008,-0,0,0.000156430337546716,-0,0
30/01/2008,0,-0,0,0,-0
31/01/2008,0,0,-0,0,0
01/02/2008,0,0,0,0,0
04/02/2008,0,-0,0,0,0
05/02/2008,-0,-0,0.000114370861536144,0,6.55333730271215e-05
06/02/2008,-0,-0,0.00015291335958424,0,0
07/02/2008,-0,0,0.000415714278953389,0,-0
08/02/2008,0,0,0,0,-0
11/02/2008,0,0.000118570469898814,0,0,0.000121363490524636
12/02/2008,0,0,0,0,4.33268118997069e-05
13/02/2008,-0,0,-0,0,0
14/02/2008,0.000139110733039316,0,0,4.93206030535986e-05,0
15/02/2008,-0,0,0,-0,0
19/02/2008,-0,0,0,0,0
20/02/2008,9.13911202768051e-05,0,0,0,0
21/02/2008,-0,0,5.39141239107635e-05,3.88576790357979e-05,-0
22/02/2008,-0,0.000195384753576178,-0,0,-0
25/02/2008,0,0,0,0,0
26/02/2008,0.000221482173872887,0,-0,0.00101638660077596,0.000109632096913637
27/02/2008,0,-0,0.000116857667644713,0,-0
28/02/2008,0,-0,-0,-0,3.78676338096236e-05
29/02/2008,0,0,6.2881875857505e-05,0,0
03/03/2008,0,0,0,-0,-0
04/03/2008,0,-0,0,4.05552632048121e-05,0
05/03/2008,-0,0,0,0,0
06/03/2008,-0,0,-0,0,0
07/03/2008,-0,-0,-0,-0,0
10/03/2008,0,0,0,5.03386197493885e-05,0
11/03/2008,-0,-0,-0,0.000132312727562396,0
12/03/2008,-0,0,0,0,-0
13/03/2008,0,-0,0,-0,0
14/03/2008,-0,-0,-0,-0,-0
17/03/2008,0.000289170531842503,0.000536686380566671,0.000294446051933198,8.90877028399837e-05,0.000294076450087417
18/03/2008,-0,0,-0,0,0
19/03/2008,-0,-0,-0,0,-0
20/03/2008,0,-0,0,0,-0
24/03/2008,0,-0,7.31700502097504e-05,0,0
25/03/2008,0.000131084449347287,0,0,-0,0.00012358279310793
26/03/2008,-0,0.000138718326868216,0,0,-0
27/03/2008,0,0,0,0,4.30345108253084e-05
28/03/2008,0,0,0,7.14437126420736e-05,-0
31/03/2008,0.000124225353666015,0,0,0,0
01/04/2008,-0,0,-0,9.09607949227904e-05,-0
02/04/2008,-0,0,6.95394500573743e-05,0,0
03/04/2008,0,0,5.71977521647433e-05,0,0
04/04/2008,-0,0,0,0,0
07/04/2008,-0,0,0,-0,5.91880807427421e-05
08/04/2008,0,0,0,0,2.88029789801729e-05
09/04/2008,8.50448328450008e-05,-0,4.82022742401977e-05,0,0
10/04/2008,0,0,0,0,0
11/04/2008,0,6.87952041577257e-05,0,0,0
14/04/2008,6.85702955249003e-05,0,-0,0,0
15/04/2008,-0,0,5.55578568741006e-05,0,0
16/04/2008,-0,0,-0,-0,0
17/04/2008,-0,-0,0.000136979900811199,-0,2.5262426159295e-05
18/04/2008,0,0.000450565023546428,-0,0,-0
21/04/2008,0,0,0,0.000117789868980129,0
22/04/2008,0,0,-0,0,0
23/04/2008,0,0,0,0.000104003011743851,0
24/04/2008,0,0.00033768399428982,0,-0,-0
25/04/2008,-0,0.000238008766141411,8.71496392624765e-05,0,0
28/04/2008,0,0,0,0,8.76180139518832e-05
29/04/2008,-0,5.13918096346223e-05,8.19560895878785e-05,0,0
30/04/2008,-0,-0,0,0,0
01/05/2008,0,-0,-0,0,0
02/05/2008,0,0,-0,0,7.98537290087582e-05
05/05/2008,0,0.000130123439945281,-0,-0,-0
06/05/2008,-0,0,-0,0,0
07/05/2008,0,0,-0,0,0
08/05/2008,-0,-0,-0,0,-0
09/05/2008,0,0,0,0,4.47356280903503e-05
12/05/2008,0,0,0,0,-0
13/05/2008,0,0.000102556184870421,4.16263261871294e-05,0,4.37213741246305e-05
14/05/2008,-0,0,0,-0,0
15/05/2008,0,0,0,0,-0
16/05/2008,-0,0,-0,0,0
19/05/2008,0,0,-0,0,0
20/05/2008,-0,-0,0,-0,4.93108751888733e-05
21/05/2008,0,-0,0,0,0
22/05/2008,-0,0,-0,5.23310376451939e-05,-0
23/05/2008,0,0,0,2.19238517676608e-05,0
27/05/2008,-0,0,0,4.75325743894774e-05,0
28/05/2008,0,0,0,0,0
29/05/2008,0,0,0,0,-0
30/05/2008,-0,0,0,0,0
02/06/2008,0,5.5138049068775e-05,0,0,0
03/06/2008,0,0,0,0,0
04/06/2008,-0,0,5.31490371018102e-05,-0,0
05/06/2008,0,0,0,0,0
06/06/2008,-0,-0,0,0,-0
09/06/2008,-0,-0,0,0,0
10/06/2008,-0,-0,0,0,0
11/06/2008,0,-0,-0,-0,-0
12/06/2008,-0,-0,-0,0,-0
13/06/2008,0,0,-0,0,9.1091949561194e-05
16/06/2008,0.000154146472116095,0,0,0,5.36426154437462e-05
17/06/2008,0,0,0,0,0
18/06/2008,0,0,-0,0,0
19/06/2008,-0,0,-0,0,6.55686406833027e-05
20/06/2008,-0,0,0,0,5.4896415293694e-05
23/06/2008,0,0,0,0,-0
24/06/2008,0,0,0,0,0
25/06/2008,8.38802462488294e-05,0,7.51396452743775e-05,0,0
26/06/2008,0,0,0,0,0
27/06/2008,0,-0,-0,0,-0
30/06/2008,-0,0,0,-0,0
01/07/2008,-0,-0,0,0,0
02/07/2008,-0,0,-0,0,0
07/07/2008,-0,0.000273866758928521,0,0.000252412565340518,0
08/07/2008,0,-0,0.000134232986082309,-0,-0
09/07/2008,0,0,0,0,7.59946766224324e-05
10/07/2008,0,0,0,0,0.000220110537731347
11/07/2008,-0,0,0,0,-0
14/07/2008,0.000140612645283648,-0,0,0,0
15/07/2008,0,0,-0,0,0
16/07/2008,0,0,0,-0,0
17/07/2008,-0,0,-0,0,0
18/07/2008,0,0.00021931457336371,0.000166359760487644,0,0
21/07/2008,0,-0,0.00011724405688053,8.58303799258514e-05,0
22/07/2008,0.000365137522251158,0,0,9.49794939255094e-05,-0
23/07/2008,0.000145675797717252,0,0,0,0
24/07/2008,0,0.000346045102985996,0,0,-0
25/07/2008,-0,0,0.000146747012040195,0,0
28/07/2008,0,0,0.000132427602517652,-0,0
29/07/2008,-0,0,0,-0,0
30/07/2008,0,0,-0,-0,0
31/07/2008,0,0,-0,0,0
01/08/2008,0,0,0,0,-0
04/08/2008,-0,0,-0,0,9.65626932674966e-05
05/08/2008,5.48340434513446e-05,0,0,0,-0
06/08/2008,0,-0,0.00019382114117506,0,0
07/08/2008,0,0,0,0,-0
08/08/2008,3.85470244414863e-05,-0,0,-0,0
11/08/2008,0,0,-0,0,0
12/08/2008,0,0,0,4.49641184545987e-05,0
13/08/2008,0,0,-0,-0,0.00014969050339923
14/08/2008,-0,-0,0,0,-0
15/08/2008,0,0,0,0,0
18/08/2008,0,0,5.54415981999777e-05,0,0
19/08/2008,0,0,0,0,0
20/08/2008,-0,-0,0,-0,0
21/08/2008,-0,0.000172641255113721,-0,0,0
22/08/2008,0,-0,0,0,0
25/08/2008,0,0,2.9339862485109e-05,4.43482869470497e-05,-0
26/08/2008,0,0,0,0,0
27/08/2008,-0,0,0,-0,0
28/08/2008,0,0,-0,0,0
29/08/2008,0,0,5.84798711927025e-05,0,7.993430968106e-05
02/09/2008,0,0,-0,6.32533540767103e-05,0
03/09/2008,0,-0,0.000119748477361283,0,-0
04/09/2008,0,0,0,0,0
05/09/2008,-0,-0,0,0,9.1409147648671e-05
08/09/2008,-0,0,0,0,0
09/09/2008,-0,0,0,0,-0
10/09/2008,0,0,0,-0,0
11/09/2008,0,0.000357747171980462,0,0,0
12/09/2008,0,0,-0,0,0
15/09/2008,-0,0.000319811153799812,0,0,-0
16/09/2008,0,0,0.000546353306045729,0,0.000340866443393843
17/09/2008,0.000829275473667042,0,0,0,0
18/09/2008,-0,-0,0,0,0
19/09/2008,0,-0,-0,0.000362402337361383,0.000391625534835068
22/09/2008,-0,0.000324654736589637,0,0.000109280735716803,-0
23/09/2008,-0,0,0,0,0
24/09/2008,-0,0,-0,0,0
25/09/2008,0,-0,-0,-0,-0
26/09/2008,0.000294236035317445,0,0,0,0
29/09/2008,0,0,-0,0,0
30/09/2008,-0,0,0,-0,0
01/10/2008,0,0,0,0,-0
02/10/2008,0,-0,0,0.000215547605148224,0
03/10/2008,0,-0,0,0.000776740391054883,0
06/10/2008,0,-0,-0,-0,-0
07/10/2008,0,0,0,0,-0
08/10/2008,-0,0.00276779602064225,0,0,-0
09/10/2008,-0,0,0,-0,0
10/10/2008,0,0.00257139157635223,0,-0,0
13/10/2008,0,0,0,0,0
14/10/2008,0,0,-0,0,-0
15/10/2008,0,0,0,0,0
16/10/2008,-0,0,0,-0,-0
17/10/2008,-0,-0,-0,0,-0
20/10/2008,-0,-0,0,-0,0
21/10/2008,0,0.000493233241182901,0,0,0
22/10/2008,-0,-0,0,0,-0
23/10/2008,-0,0,0,0,0
24/10/2008,0,0,0.00101409042469049,0,0
27/10/2008,0,0,-0,0,0
28/10/2008,-0,0,-0,-0,0
29/10/2008,0,0,0.000979387122286397,0,0.000815517747025524
30/10/2008,0,0,-0,0.000334342581919252,-0
31/10/2008,0,0.000669373845911764,0,0,0
03/11/2008,0,-0,0.000662844465092193,-0,0
04/11/2008,0,0,0,0,0
05/11/2008,0,0,0,-0,0
06/11/2008,-0,-0,0,-0,-0
07/11/2008,0.000292187488721497,0,0,0,0
10/11/2008,0,0,0.000261976248117126,-0,0
11/11/2008,-0,0,-0,0,0
12/11/2008,-0,0,0,0,-0
13/11/2008,-0,0,-0,0,-0
14/11/2008,-0,0,0,-0,0
17/11/2008,-0,0,0,0,0.000427420377228218
18/11/2008,-0,0,0,0,-0
19/11/2008,-0,0,-0,-0,-0
20/11/2008,-0,0,-0,0,0
21/11/2008,0,0,-0,-0,-0
24/11/2008,-0,0,0,0,-0
25/11/2008,0,-0,0,0,0
26/11/2008,0,0,0.000253245447562453,0,0.000224514945003438
01/12/2008,-0,0,0,0,0
02/12/2008,0,-0,0,0,0.00053773822821959
03/12/2008,0,-0,0,-0,0
04/12/2008,-0,0,0.000396309908192816,0,0
05/12/2008,-0,0,-0,-0,0
08/12/2008,0,0,-0,-0,-0
09/12/2008,0,-0,0,0,0
10/12/2008,-0,0,0,0,-0
11/12/2008,-0,-0,-0,0,0
12/12/2008,0.000325656651626623,0.000799129690040491,0,0,0
15/12/2008,0,0,0,-0,-0
16/12/2008,0,0.000378678663766003,0,0,-0
17/12/2008,0,0,-0,0,-0
18/12/2008,0,-0,0,0,-0
19/12/2008,0,0.000225958095998635,0.00013643656125452,0.000115961818377771,0
22/12/2008,0,0,0,0.000124294457191792,0.0001214312830659
23/12/2008,0,0,0,0,0
26/12/2008,5.7884494018325e-05,0,0,3.73262881712987e-05,0
29/12/2008,5.31213166290205e-05,-0,0,4.92104502862595e-05,0
30/12/2008,0,-0,0,0,0
31/12/2008,0,-0,0,0,0
02/01/2009,0.00011686072197969,0.000109776175794434,8.80653433125757e-05,0,4.85503358757777e-05
05/01/2009,0,0.000641746178125028,-0,0,0
06/01/2009,-0,-0,0.000153526926186266,7.67118940398993e-05,-0
07/01/2009,0,0,-0,0,-0
08/01/2009,-0,-0,-0,-0,-0
09/01/2009,0.000125481345850049,0,0,0.000127691871887062,-0
12/01/2009,0.00010752298095038,0,-0,0,0
13/01/2009,0,0,0,8.51435852072144e-05,0
14/01/2009,0,0.000217738172173108,-0,0,-0
15/01/2009,0,-0,-0,-0,-0
16/01/2009,0.00052048436096165,-0,0,-0,0
20/01/2009,0,-0,-0,-0,0
21/01/2009,0,-0,0,0.000942066409068676,0
22/01/2009,-0,0,-0,0,-0
23/01/2009,0,-0,0,0,0
26/01/2009,0,0,0,0,0
27/01/2009,6.49819010238249e-05,-0,0,-0,0
28/01/2009,-0,0,0,0,0
29/01/2009,0,0,0.000249699252005538,0,0
30/01/2009,0,0,0,0.000139320458318197,-0
02/02/2009,0,0,0,8.60938028905068e-05,0.000615305622254287
03/02/2009,0,0,0,0,0
04/02/2009,-0,0,0,-0,-0
05/02/2009,-0,0,0,0,-0
06/02/2009,0,0.00037775138079071,0.000142349815707422,0.000159407501780541,-0
09/02/2009,-0,0,0,0,0
10/02/2009,0,0,0.000294832127023389,0.000136385752525043,0
11/02/2009,0,-0,0,0,0
12/02/2009,0,-0,0,0,0
13/02/2009,0,-0,0,0,0.000101145074939829
17/02/2009,0.000168063591843693,0,0,0,0.000260660043030188
18/02/2009,0,0,0,0,0
19/02/2009,-0,0,0,-0,-0
20/02/2009,0,0,-0,0,0
23/02/2009,0,0,0,-0,0
24/02/2009,0,-0,0.000423906414445577,-0,0
25/02/2009,-0,-0,0,0.000203080889536846,0
26/02/2009,-0,-0,0,0,0
27/02/2009,0,-0,0.000210636164192159,-0,0
02/03/2009,0,0,0.000233177952394077,-0,0
03/03/2009,-0,0,0,0,0
04/03/2009,0,-0,0,-0,-0
05/03/2009,-0,0,0.000274568627118597,-0,0
06/03/2009,-0,-0,0,-0,-0
09/03/2009,0,-0,0,0,0
10/03/2009,0,-0,-0,0,0
11/03/2009,0,0.000290868465659156,0,0,-0
12/03/2009,0,-0,0,0,0
13/03/2009,0,-0,-0,0,0
16/03/2009,0,0,0,0,0
17/03/2009,0,0,0,0,0
18/03/2009,0,0,0,0,0.000243339760533841
19/03/2009,0,0,0,-0,0
20/03/2009,0,0,0,-0,0
23/03/2009,0,-0,0,0,0
24/03/2009,0,0,0,-0,0
25/03/2009,0,0,0,0.000167001937496323,-0
26/03/2009,-0,0,0,0,0
27/03/2009,-0,0.000147777373322786,-0,0,0
30/03/2009,0,-0,0,-0,0
31/03/2009,-0,0,0,0,0.000264976310197615
01/04/2009,0,0.000286746624695883,0,0,0
02/04/2009,0,0,0,0,0
03/04/2009,-0,0,0,0,0.000121933760720685
06/04/2009,0.000187407072259701,-0,-0,0,0
07/04/2009,-0,-0,0.000106394537850229,0,0
08/04/2009,0.000179227076760666,0,-0,0,-0
09/04/2009,0,-0,-0,0,0
13/04/2009,0,0,0.000112736199757345,0,0
14/04/2009,6.29380172669758e-05,0,0,0,0.000152390025025149
15/04/2009,0,0,-0,-0,0
16/04/2009,0,-0,7.29071140184756e-05,0,0
17/04/2009,-0,-0,0,-0,0
20/04/2009,-0,-0,-0,0,0
21/04/2009,9.44962214147635e-05,-0,0.000125945316235361,0.000161676593815078,0.000236502728573255
22/04/2009,0,-0,0,0,0
23/04/2009,0,0,0.000167477347670623,0,0
24/04/2009,0,0,-0,-0,0
27/04/2009,0,0,0,0,0
28/04/2009,0,0.000108768550691681,0,0.000443806716822574,0
29/04/2009,-0,0,0,0,0
30/04/2009,0,0.00019690483769794,-0,0,-0
01/05/2009,0,0,0,0,0
04/05/2009,0,0,0.00011899106196322,-0,0
05/05/2009,0,0,0,0,0
06/05/2009,0,-0,0,0,0.000101270896940178
07/05/2009,0,-0,0,-0,0
08/05/2009,0,0,0,0,0
11/05/2009,0,0,0,0,0
12/05/2009,0,0,-0,-0,8.56395120347305e-05
13/05/2009,8.84959814904252e-05,-0,0,0,0
14/05/2009,-0,0,0,-0,8.06365639161142e-05
15/05/2009,0,-0,8.3151285798456e-05,0,7.81475472072288e-05
18/05/2009,0.000130590889546589,0.000100052562062036,-0,2.64623712500232e-05,4.87184883162944e-05
19/05/2009,0,-0,0,-0,-0
20/05/2009,0,0,0.000118737490782363,-0,0
21/05/2009,-0,-0,-0,-0,0
22/05/2009,0.000147113770429863,0,0,0,0
26/05/2009,0.000103127995214895,0,0,0,0.000140404317240456
27/05/2009,-0,-0,0.000107897906272345,0,0
28/05/2009,0,-0,0,0,0
29/05/2009,6.24396600356107e-05,0,0.000174004741390242,0,0.000147453520667134
01/06/2009,0,0.000193696619325971,-0,-0,0
02/06/2009,6.46114325034398e-05,0,0.000137536840660854,0,-0
03/06/2009,-0,0,0,4.33446448139907e-05,0
04/06/2009,0,-0,0,2.15704269161484e-05,0
05/06/2009,0,-0,0,0,0
08/06/2009,0,-0,7.63757458662906e-05,3.51897221923717e-05,0
09/06/2009,0,-0,9.39655253028256e-05,0,0
10/06/2009,-0,0.000172641021223187,9.20879920572496e-05,4.33920762099329e-05,-0
11/06/2009,0,0,0,0,0
12/06/2009,4.67829195673131e-05,-0,0,0,0
15/06/2009,0,-0,0,0,0
16/06/2009,0,0.000167556180517817,0,0,0
17/06/2009,0,0,0,0,0
18/06/2009,0,0,0,0,0
19/06/2009,0,0.000114579676516152,0,0,5.08713453703575e-05
22/06/2009,0,0,0,0,0
23/06/2009,0,0,0,0,-0
24/06/2009,0,0,0,0,0
25/06/2009,0,-0,-0,-0,0
26/06/2009,-0,0.000127257675267161,0,-0,0
29/06/2009,0,0,5.46743671658067e-05,-0,0
30/06/2009,3.68125958321256e-05,0.00022841517152519,0,0,0
01/07/2009,-0,4.98565394888535e-05,0,0,-0
02/07/2009,-0,0.000349039664222783,0,4.78734064230517e-05,9.35332505594044e-05
06/07/2009,7.61514062017323e-05,0,0,-0,0
07/07/2009,0,0,-0,0,0
08/07/2009,0,0,0,0,0.00012180306993287
09/07/2009,0,-0,-0,7.19205141052175e-05,0
10/07/2009,0,-0,0,0,0
13/07/2009,-0,0,0,6.24825587633529e-05,0
14/07/2009,0,-0,0,-0,-0
15/07/2009,0,0,-0,0,-0
16/07/2009,0,0,9.12352150077997e-05,0,-0
17/07/2009,0,0,0,-0,2.75356527153962e-05
20/07/2009,0,0,0,0.000177978484719118,0
21/07/2009,6.33160420085073e-05,0,0,3.20547998198092e-05,0
22/07/2009,0,0,0,0,-0
23/07/2009,-0,0,0,0,-0
24/07/2009,-0,0,0,0,-0
27/07/2009,0,0,0,5.11688088597616e-05,0
28/07/2009,0,0,0,6.43743505310717e-05,-0
29/07/2009,-0,0,-0,0,0
30/07/2009,-0,-0,-0,0,-0
31/07/2009,2.85168867253123e-05,0,3.29147372243423e-05,2.93020591871833e-05,-0
03/08/2009,0,7.68926699041334e-05,0,0,0
04/08/2009,0,0,0,0,3.36193174683606e-05
05/08/2009,0,-0,0,0,-0
06/08/2009,0,0,0,0,-0
07/08/2009,0,0.000237351337517315,0,0,0
10/08/2009,2.11116041996505e-05,0,2.34711785049198e-05,1.19545407882685e-05,2.92812450983325e-05
11/08/2009,-0,0,0,-0,0
12/08/2009,0,7.4613330219393e-05,0,0,0
13/08/2009,0,0,-0,1.53796408420573e-05,0
14/08/2009,0,-0,0,0,0
17/08/2009,5.25795068433734e-05,0,3.12251423033376e-05,0,0.000124217643102522
18/08/2009,-0,-0,-0,0,0
19/08/2009,0,0,0,1.89084180108213e-05,0
20/08/2009,2.28062225160584e-05,5.08275233592491e-05,9.41408585566541e-05,0,8.59075846528051e-05
21/08/2009,0,6.19138944196563e-05,9.12872816961326e-05,1.5381145262397e-05,0
24/08/2009,0,-0,0.000115271132150712,-0,4.01288879943798e-05
25/08/2009,-0,-0,-0,0,0
26/08/2009,2.12098518713854e-05,0,0,0,3.2354499985697e-05
27/08/2009,9.25272727534239e-05,0,0,-0,0
28/08/2009,3.83234520421637e-05,0,-0,3.32810356891374e-05,0
31/08/2009,-0,0,0,0,0
01/09/2009,5.27043223919259e-05,0,0,3.0846609493431e-05,9.2897407596452e-05
02/09/2009,-0,0,-0,0,0
03/09/2009,0,-0,0,0,0
04/09/2009,0,0,0,0,0
08/09/2009,0,0,0,3.66954436986417e-05,0
09/09/2009,0,-0,0,-0,3.13440403724459e-05
10/09/2009,0,0,6.07056971277395e-05,0,-0
11/09/2009,0,7.71385085332882e-05,0,0,0
14/09/2009,0,0,0.000123413121849358,4.54799976528543e-05,6.37991428804827e-05
15/09/2009,-0,-0,5.82389845265403e-05,0,-0
16/09/2009,-0,0,0,0,0
17/09/2009,-0,9.17090233185139e-05,0,0,0
18/09/2009,0,0,0,0,6.06582737822629e-05
21/09/2009,0,0,-0,0,5.57915718666457e-05
22/09/2009,-0,0.000186364288739773,-0,0,3.10507695528077e-05
23/09/2009,0,0,-0,0,5.89411892904318e-05
24/09/2009,0,0,0,7.04438492980876e-05,-0
25/09/2009,0,-0,0,0,-0
28/09/2009,-0,0,0,0,-0
29/09/2009,-0,0,-0,-0,-0
30/09/2009,-0,-0,9.96505182427507e-05,-0,0
01/10/2009,0,0,0,0,-0
02/10/2009,0,0,0,0,0.000138973657403456
05/10/2009,-0,0,-0,0,0
06/10/2009,2.79365896479039e-05,0,4.8305220975964e-05,0,4.56089674590857e-05
07/10/2009,-0,0,0,2.14756411666903e-05,0
08/10/2009,0,-0,6.02162473941974e-05,0,5.95627056397206e-05
09/10/2009,1.30323725292652e-05,-0,0,0,0
12/10/2009,0,-0,0,0,0
13/10/2009,0,-0,0,0,0
14/10/2009,0,5.5275584324938e-05,8.36351745686149e-05,1.70531790793848e-05,0
15/10/2009,0,6.58588900063972e-05,0,3.14879465264377e-05,5.73009133327988e-05
16/10/2009,0,0,4.55140755904162e-05,0,0
19/10/2009,0,0,0.000108357210710462,0,5.56424095861214e-05
20/10/2009,0.000122400822071397,-0,-0,0,7.84364498812646e-05
21/10/2009,0,0,-0,-0,7.56316656591722e-05
22/10/2009,0,-0,-0,0,0
23/10/2009,-0,-0,0,-0,0
26/10/2009,0.000108529574659146,0,-0,4.61547600926879e-05,0.000100082238455119
27/10/2009,0,0,0.000109225787984272,8.84914845419515e-05,0
28/10/2009,0,-0,0,-0,0.000150298739176259
29/10/2009,0,0,0,0,0
30/10/2009,0.000122711619587627,0,0,4.19794170247105e-05,7.91495157363161e-05
02/11/2009,-0,0,0,-0,-0
03/11/2009,-0,0,-0,0,0
04/11/2009,-0,0,-0,0,0
05/11/2009,2.51173509919056e-05,0,0,2.0137734806701e-05,-0
06/11/2009,4.42790376693347e-05,0,0,0,0
09/11/2009,0,0,0,0,0
10/11/2009,7.13504578743905e-05,0,0,2.29543988147243e-05,0
11/11/2009,0,0,0,3.05068907518299e-05,0
12/11/2009,0,0,-0,0,0
13/11/2009,0,0,0,-0,0
16/11/2009,-0,0,0,2.1615663996088e-05,0
17/11/2009,2.36609535643273e-05,0,0,0,0
18/11/2009,0,-0,-0,-0,0
19/11/2009,0,0,3.01553985598863e-05,2.15716259300552e-05,-0
20/11/2009,-0,0,0,-0,0
23/11/2009,-0,0,0,0,0
24/11/2009,0,0,0,0,2.37964162333152e-05
25/11/2009,-0,2.45993069496985e-05,0,-0,3.79474036534348e-05
30/11/2009,0,0,0,-0,-0
01/12/2009,0.00010672593965468,0,7.33378477643515e-05,0,2.9464493425411e-05
02/12/2009,-0,0,4.12979508643392e-05,1.15302534521293e-05,0
03/12/2009,0,0,0,-0,5.87784085201867e-05
04/12/2009,-0,0,-0,-0,4.14654857060869e-05
07/12/2009,-0,0,0,1.2387490642832e-05,0
08/12/2009,-0,7.47687540015457e-05,0,0,0
09/12/2009,0,0.000360042842564983,5.43319349719196e-05,0,-0
10/12/2009,0,0,4.3993779730349e-05,0,2.85124894793935e-05
11/12/2009,0,0.000111191115118061,0,0,0
14/12/2009,0,0,0,0,9.22221164685731e-06
15/12/2009,0,0.000100292645143856,2.6029052701702e-05,-0,0
16/12/2009,0,0,-0,0,2.68104831474598e-05
17/12/2009,-0,0,-0,0,0
18/12/2009,0,0,0,-0,2.58986961794723e-05
21/12/2009,0,0.000101073601980358,3.41761421912768e-05,4.62002582373741e-05,0
22/12/2009,0,0,0,0,0
23/12/2009,-0,0,0,0,0
28/12/2009,8.30716570596425e-05,0,1.73714358824862e-05,1.11084869070708e-05,0
29/12/2009,0,0,1.02234429783079e-05,0,0
30/12/2009,0,0,1.55597723613109e-05,-0,0
31/12/2009,-0,0,0,0,0
04/01/2010,0,0,0,0,0.000101849304426775
05/01/2010,3.51002851153179e-05,0,0,3.58831475491289e-05,0
06/01/2010,0,0,3.29830338352193e-05,0,0
07/01/2010,-0,0,0,-0,0
08/01/2010,0,0,0,0,0
11/01/2010,0,0.000109138517427008,-0,3.68564549880388e-05,-0
12/01/2010,-0,0,0,0,6.59318003925179e-05
13/01/2010,0,0,-0,0,0
14/01/2010,1.39554824226595e-05,0.000263809656522486,0,1.47593389631154e-05,0
15/01/2010,0,0,0,3.27925611329014e-05,0
19/01/2010,-0,0,0,5.25384087425706e-05,2.84280768547907e-05
20/01/2010,0,-0,0,0,-0
21/01/2010,0,0,0,0,0
22/01/2010,0,0,-0,0,-0
25/01/2010,0,-0,0,0,-0
26/01/2010,-0,-0,-0,-0,0
27/01/2010,-0,0,-0,-0,-0
28/01/2010,0,0,0.000137741173947913,9.26416669324927e-05,0
29/01/2010,0,0.0004985057636562,0,0,0.000313263797650428
01/02/2010,0,0,-0,0,-0
02/02/2010,-0,0.000343581620623354,-0,0,3.98611534560855e-05
03/02/2010,0,0,0,-0,-0
04/02/2010,6.0031301719296e-05,0,-0,0,-0
05/02/2010,0.000140030603743324,0.000147575808291358,-0,0,0
08/02/2010,-0,0,0,0,0
09/02/2010,0,9.00730388370537e-05,3.65549981850636e-05,0,0
10/02/2010,0,-0,0,4.47795436926678e-05,0
11/02/2010,-0,0,0,-0,-0
12/02/2010,-0,-0,0,0,0
16/02/2010,1.26325328649793e-05,3.58965843560613e-05,0,0,0
17/02/2010,2.83913184151338e-05,0,2.14948141619236e-05,0,0
18/02/2010,0,0,0,-0,0
19/02/2010,-0,0,0,-0,0
22/02/2010,0,0,0,0,0
23/02/2010,-0,-0,-0,0,0
24/02/2010,0,-0,0,-0,-0
25/02/2010,0,-0,0,0,-0
26/02/2010,-0,0,0,0,0
01/03/2010,3.2305311235409e-05,-0,1.88476794561236e-05,0,0
02/03/2010,-0,6.55678419388713e-05,0,0,0
03/03/2010,0,5.33333562352297e-05,0,0,0
04/03/2010,1.81328386092386e-05,-0,-0,0,-0
05/03/2010,0,0,1.61528672191995e-05,1.17529710486578e-05,0
08/03/2010,0,3.37053004961236e-05,0,0,-0
09/03/2010,0,-0,0,-0,-0
10/03/2010,-0,-0,-0,0,-0
11/03/2010,0,4.73632981010125e-05,0,0,0
12/03/2010,0,0,0,0,0
15/03/2010,3.42763663142526e-05,-0,-0,-0,-0
16/03/2010,0,-0,0,0,-0
17/03/2010,-0,0,0,0,0
18/03/2010,0,0,1.611959205943e-05,0,0
19/03/2010,0,6.01092793902688e-05,-0,2.79945167020246e-05,-0
22/03/2010,0,0,0,0,0
23/03/2010,0,0,0,0,-0
24/03/2010,1.74073240699533e-05,0,1.23155154231651e-05,0,0
25/03/2010,0,-0,0,-0,0
26/03/2010,0,-0,0,0,0
29/03/2010,-0,6.48902856462388e-05,-0,0,0
30/03/2010,-0,0.000153565714453924,0,7.65249597930441e-06,0
31/03/2010,0,0,-0,-0,0
01/04/2010,-0,6.61377454300704e-05,0,0,0
05/04/2010,-0,0,-0,0,0
06/04/2010,-0,0,-0,0,0
07/04/2010,-0,0,-0,0,0
08/04/2010,2.78414532092034e-05,-0,0,0,2.27870398850588e-05
09/04/2010,0,0,1.63300999708155e-05,0,0
12/04/2010,-0,0.000149606838345134,0,1.01959502156334e-05,0
13/04/2010,-0,0,0,0,1.59996214249043e-05
