dts,bpv_1,bpv_2,bpv_3,bpv_4,bpv_5
22/07/2002,0.00154192610450152,0.00206921293550085,0.00248968565462707,0.00144515214800584,0.00265295266105074
23/07/2002,0.00152609518096459,0.00242687654356296,0.0019492416123078,0.00108263838502408,0.0023685016415208
24/07/2002,0.00421905355439426,0.0102411685125105,0.00222094521237075,0.00132591886375159,0.00390611648546261
25/07/2002,0.00262588378835629,0.00314183487604694,0.00290085341333942,0.00168791993516797,0.00254372978550336
26/07/2002,0.00154417915613416,0.00282505669968202,0.00159142917118011,0.00076577815789271,0.000923426814680667
29/07/2002,0.00106119190234466,0.00161002564540644,0.000903097438030346,0.000517622622513324,0.000458310703108905
30/07/2002,0.001218280820035,0.000705009094525521,0.0019183920905021,0.000692233213581633,0.000718502387594898
31/07/2002,0.000763331358401924,0.000842871085993803,0.00106044540069629,0.000594068179278161,0.000615044699710327
01/08/2002,0.00098664685430821,0.00131774134234558,0.00307265698013063,0.000530736120949349,0.000502725484718189
02/08/2002,0.00134865607422109,0.000744804415287487,0.0017537578378989,0.000456232095714478,0.000826341174315785
05/08/2002,0.000876629169833544,0.00108159297914224,0.000583864662849592,0.000496278608371497,0.000778671731718186
06/08/2002,0.00252876616765443,0.000939819876592223,0.00101432928608142,0.000651607245094161,0.000758910370481801
07/08/2002,0.00158249322970615,0.0015511284643247,0.00132283399326226,0.000885197581002612,0.000944717995809047
08/08/2002,0.00145355991544106,0.00147238425542556,0.000998673723873813,0.000527298930703605,0.000727944339512299
09/08/2002,0.00110550338053554,0.00178938949449959,0.000354405273871198,0.000565798620051592,0.000562918501712335
12/08/2002,0.000497436918398207,0.000579404327504672,0.000542016764481819,0.000428266673186411,0.000576158368510004
13/08/2002,0.000912740541478251,0.000793297700839501,0.00103799012878167,0.000548123834719228,0.000494875709686242
14/08/2002,0.000692054827175264,0.00105181505101025,0.000696179918539886,0.000446536754861201,0.000503164763732536
15/08/2002,0.00210705051004111,0.00128783648068366,0.00142355784256329,0.000526927791409294,0.000938146083191001
19/08/2002,0.000684128112676173,0.000796817667954219,0.000316905697642879,0.000391371743491405,0.000296764096255014
20/08/2002,0.000552121252107666,0.00085336229235052,0.000536134796384552,0.000471515220042022,0.000373318440168057
21/08/2002,0.00135249527933617,0.00133839891265172,0.000370530170248155,0.000433463480000728,0.000461235263392415
22/08/2002,0.000651688191267098,0.00210700742545354,0.000271989148563298,0.000243045001525625,0.000289531539679761
23/08/2002,0.00065152137569442,0.00131324913108751,0.000505793528840663,0.000263715488811173,0.000243659945664111
26/08/2002,0.000610224167642689,0.00078273708155267,0.000546445944207403,0.000401947102132361,0.000311440382551071
27/08/2002,0.00101362940650437,0.00078591788674398,0.000721394422214392,0.000464498267305093,0.000305191441026106
28/08/2002,0.000643470076293251,0.000996486917690415,0.000488511213346354,0.000184682033929269,0.000309369948407561
29/08/2002,0.000549468145934346,0.00100846824530961,0.00116376120435565,0.000463595411025449,0.000524455386288283
30/08/2002,0.000692510190819071,0.000855162641010665,0.000746431562449158,0.000345982085797549,0.000381897630213778
03/09/2002,0.00045250496087124,0.000902068655178244,0.000466153429649194,0.000278876520551346,0.000283832023053444
05/09/2002,0.000472562094695298,0.000837323960505404,0.000349160713383784,0.000292701105280323,0.000420808551894968
06/09/2002,0.000323233349430466,0.000700904441027858,0.000450420830716948,0.000230983520463192,0.00030551681394273
09/09/2002,0.00032425036472568,0.00103817668084312,0.00077313622133439,0.000286654542024648,0.000313370296555387
12/09/2002,0.000187076535228371,0.000924155166429851,0.000337150262642197,0.000335813931833998,0.000284213576230839
13/09/2002,0.000313964819532444,0.000734690383772358,0.000597632027702004,0.000380782413812854,0.000721842772613567
16/09/2002,0.000347969112601167,0.000648428368537558,0.000266153610837155,0.000204015793964735,0.000307772324008083
17/09/2002,0.000786342229549036,0.000818834036279921,0.000486731478276704,0.000358351641226166,0.000366152822989918
18/09/2002,0.000466718271225752,0.000847984400712998,0.000939749668756722,0.00040712081130235,0.000318925016086684
19/09/2002,0.00026059769923651,0.00079422443441898,0.000337829495057225,0.000234963475457197,0.000335156255969378
20/09/2002,0.000530701930977505,0.00143096106132208,0.000447183784521937,0.000204683464702326,0.000261442912971622
23/09/2002,0.000506058398261413,0.00108695961155534,0.000764483845222588,0.000306411625964364,0.00063553049398557
24/09/2002,0.000877432871941088,0.00221780158943985,0.00111229258623567,0.00113168355013079,0.00140255128969306
25/09/2002,0.000569429195595562,0.00148914934473561,0.000775940175372691,0.000375465302432829,0.000694710402897643
26/09/2002,0.000790116828200858,0.00119163036586779,0.00070958980307832,0.000700619231227275,0.000612523426405516
27/09/2002,0.00069189399057359,0.00101919788842202,0.000686171954883216,0.00062658409689401,0.00043479181079917
30/09/2002,0.000658137163612191,0.00162673500205031,0.00140124397098925,0.00100315166206254,0.00106301059589956
01/10/2002,0.00105783629305737,0.0010780968556412,0.00104941821166014,0.0006742624839563,0.000875340429738591
02/10/2002,0.000753878662054091,0.000648956051587491,0.00160733540836294,0.000812448083464601,0.00106699813463529
03/10/2002,0.000792371347925706,0.000431466861775483,0.00168273976789452,0.000731634695209482,0.00121816792407782
07/10/2002,0.000585480444022094,0.000887884675648481,0.00139844351438067,0.000757598497472592,0.000644487951068024
08/10/2002,0.00132789869973527,0.000782817066059813,0.00417707217632458,0.00183768742231588,0.000934417178464563
09/10/2002,0.000778673318345549,0.000777534689921432,0.00184093929648276,0.000795399897051548,0.000832350226221797
10/10/2002,0.00069589893694123,0.00063372803026312,0.00330514322280656,0.000964295765238556,0.0010257764596967
11/10/2002,0.000591929379052823,0.000788363894982902,0.00122927417369822,0.000768602094627124,0.000583570680989766
14/10/2002,0.000480717949015235,0.00089892210357901,0.00124565607164553,0.000436043697537001,0.000488384151152756
15/10/2002,0.000632216581341922,0.000998737742435128,0.0010482129074038,0.000160385576673039,0.000239043640716457
16/10/2002,0.000796495169673732,0.000921264220142637,0.00114242411236784,0.000463260898170645,0.000275360325557608
17/10/2002,0.000517357670675436,0.00143818620939316,0.00162954752492645,0.000292700086390695,0.00102275489372082
18/10/2002,0.000402321621648075,0.00112017348618171,0.00110304192900024,0.00043183662835863,0.000772636808857038
21/10/2002,0.000428847950121418,0.000691351329752785,0.00116956130114341,0.00024253178362787,0.000437685176381976
23/10/2002,0.000661052806777014,0.000273111077925875,0.00129752903121491,0.000378425587606927,0.000443630624614889
24/10/2002,0.000865729988151324,0.000554347658565893,0.00135509652571225,0.000491135498533028,0.000590879470918675
25/10/2002,0.000631647053422597,0.0011252015962701,0.000782315649553512,0.000278464495312606,0.000364863651870148
28/10/2002,0.000896586124992508,0.000711479957551074,0.0012493667077832,0.000335533766554289,0.000362489284945467
29/10/2002,0.00106907218241168,0.000933824592378214,0.0016513062396231,0.00046790649009394,0.000408095052571713
30/10/2002,0.000687332495480045,0.000772066224003894,0.0015235861029439,0.000525101280415197,0.000377764412164126
01/11/2002,0.000473998905260499,0.000187506511069656,0.000805451611591511,0.000310767387035626,0.000410651025743405
04/11/2002,0.00065060236197833,0.00144024980409327,0.00115050430847003,0.000208280180215553,0.000311423791212915
05/11/2002,0.000606808673769561,0.000686003293372046,0.000876028498396563,0.000188722182078775,0.000232538999722256
06/11/2002,0.000936767377099171,0.00123777900738021,0.00200412132224454,0.000322102218124406,0.000566008634934331
07/11/2002,0.000754233073730068,0.000559469669555826,0.000931719470264412,0.000228852931068,0.000281937127527727
08/11/2002,0.000503179763857142,0.000737479891692843,0.000916276668122394,0.000216131887972086,0.000245884287169418
11/11/2002,0.000560329927194509,0.00040137844815096,0.00102451067296255,0.00018462391217362,0.000248777527921339
12/11/2002,0.000660055670878577,0.000581580601464468,0.000802203367540803,0.000298140819566722,0.000164694502186016
13/11/2002,0.00113596167874368,0.00092988282526596,0.00078033363541684,0.000238214335755657,0.000460031185929463
14/11/2002,0.000412482255351861,0.000203288243867994,0.000311370129090363,0.000175399426753554,0.000156898032393314
15/11/2002,0.000515540827200698,0.00050014917460234,0.00141337587905194,0.00015726110171546,0.000289940684078959
18/11/2002,0.000666009820710133,0.00100531029181752,0.000753318484371811,0.000167655449459637,0.000152534462016785
19/11/2002,0.000794277226558145,0.000515117657768361,0.000955018550691954,0.000248035743867244,0.000352858988761664
21/11/2002,0.000895900078343309,0.00035055550498515,0.000564354539284755,0.000245338118027986,0.000259967733731819
22/11/2002,0.00066242416544603,0.000709944039122221,0.000497950874301604,0.000160723512376591,0.000208049813031833
25/11/2002,0.000602936860607545,0.000341614074227064,0.000261242077146874,0.000160072872453715,0.000191472405096788
26/11/2002,0.00048528987832939,0.000463460979478772,0.000245992921954157,0.000153104834941488,0.000169973755012531
27/11/2002,0.000327799923175453,0.000334264611589811,0.000196025626463937,0.000171954312912452,0.000143258619194311
02/12/2002,0.000997021358197334,0.00106023458583989,0.000497360217043053,0.000232378038415108,0.000364860008041962
03/12/2002,0.000394548461422827,0.000414050982068748,0.000348753517780267,0.000182292008575385,0.000275071179781149
04/12/2002,0.000983275123379677,0.000573564829587495,0.000981090745663231,0.000280852104987068,0.000484982246721755
05/12/2002,0.000375594361213676,0.000895375680934734,0.000925382816976625,0.000218714825705421,0.000258247347618642
06/12/2002,0.00068943037980827,0.000418092501361982,0.000818495497500703,0.000163449332622385,0.000393263258548271
09/12/2002,0.000359031597724952,0.000286453786370947,0.000291357477681373,0.000177295483944823,0.000205762066101259
10/12/2002,0.000472568971935766,0.000493866849184039,0.000537490316050381,0.000126440890271999,0.000170995974873128
11/12/2002,0.000368182754794299,0.000459419854137848,0.00047408318912977,0.000282164071213766,0.000223392552324407
12/12/2002,0.000461993778898111,0.000779364510939495,0.000588216894339866,0.000261727345579474,0.000295457998660765
13/12/2002,0.000342709924735908,0.000286602658050767,0.000393580784457898,0.000238866061892722,0.000170567290671553
16/12/2002,0.000377990253845851,0.000200136657221005,0.000749167311108408,0.000218028895673461,0.00014381243717459
17/12/2002,0.000851531153526363,0.000173364482375174,0.000348253378625704,0.000170725700574245,0.000205152190487339
18/12/2002,0.000357019858594889,0.000115384127113958,0.000525470788588937,0.000230203383843538,0.000182006225902031
19/12/2002,0.000888672465534978,0.000355571000948413,0.000665259577048278,0.000199319850811626,0.000400326635162328
20/12/2002,0.000655397881624798,0.000325313657442201,0.000552092393748454,5.56028222676226e-05,0.000184286147539867
23/12/2002,0.000242427923522612,0.000173077244150063,0.000385093376764378,0.000154461005299865,0.000159841999704629
26/12/2002,0.000511958687437918,0.00139165242948552,0.000237303972897975,0.000118356204135243,0.000132683312905219
27/12/2002,0.000349515232015503,0.0010465444942954,0.000154035912512462,0.000157783078208178,0.000129031934315449
30/12/2002,0.000626048868184365,0.000672020692310559,0.000187582189029548,0.000450687485942033,0.000304732721535592
31/12/2002,0.000184258471440892,0.00082479342694448,0.000313303381943956,0.000205054032192424,0.000293818403972846
02/01/2003,0.000387585425058889,0.000983662114189213,0.000423389077863312,0.000193149136794728,0.000199596937597544
03/01/2003,0.000510445502502469,0.000380296301090488,0.000416981189146463,0.000192812306898383,0.000196250244372182
07/01/2003,0.00082053315985512,0.00093425405083438,0.000619485672903172,0.000156127409507281,0.000268053323446138
08/01/2003,0.000488920211531314,0.000515399991179008,0.000341676545985801,0.000120997702043941,0.00026952610349428
09/01/2003,0.000342987501306219,0.000260598468341135,0.00027946003438381,0.000168063197617999,0.000142419408165421
10/01/2003,0.000463158864071342,0.000900696567337178,0.000320808243312957,0.000263184191449256,0.000321132722202613
13/01/2003,0.000535469516111658,0.000354688375671177,0.00037361777968483,0.000109585918143808,0.000152899685872734
14/01/2003,0.000280777997661127,0.000513901927361413,0.000191745810689019,0.000116464870426607,0.00012847557796536
15/01/2003,0.000238696785012252,0.000328344155438607,0.00019027283638829,0.000103719136275434,0.000120106137495429
16/01/2003,0.00056519899823756,0.000641354892583008,0.000241225361720608,0.000157360831918685,0.000135058034153916
