dts,rsv_p_1,rsv_p_2,rsv_p_3,rsv_p_4,rsv_p_5
06/11/2002,0.000759001152524832,0.00082125891493374,0.000842259095948954,0.000173676103193984,0.000291837752429275
07/11/2002,0.000159864655731212,0.000337110808751362,0.000522602395945514,7.75291445179368e-05,0.000146058413850528
08/11/2002,0.000274095965324738,0.000393160595781915,0.000650016986324534,0.000129490927845628,0.000106182492696922
11/11/2002,0.000135594043026307,0.000206801784869888,0.000521205476691939,9.19035699557374e-05,9.56776636224214e-05
12/11/2002,0.000408897590480787,0.000476242378075465,0.000699097197617319,0.000188798486726173,9.41355132925907e-05
13/11/2002,0.00125119070614999,0.000738063632377786,0.000708597235111288,0.000140083250771432,0.000430002423983518
14/11/2002,0.000301599800275559,0.000125507758349381,0.000307768706730615,9.9398801135335e-05,0.000115316661100658
15/11/2002,0.000207123854489589,0.000443147886364019,0.000797618432859353,6.88811187441478e-05,0.000128969743385544
18/11/2002,0.000231004874687495,0.00057256420438396,0.000277770937039645,5.52150013065479e-05,5.56063166794421e-05
19/11/2002,0.000434831328606139,0.000215412062483522,0.000420485218629263,0.000152569376800832,0.000146785083037326
21/11/2002,0.000552213433524672,0.000193001713268666,0.000332870392534557,0.000176991463562524,0.000164335320938814
22/11/2002,0.000389556023934323,0.000485394774694034,0.000273884383525314,8.77084834494554e-05,0.000115648246973871
25/11/2002,0.000274482249407056,0.000336418939877494,0.000130590547760812,9.05334993939115e-05,0.000112247909030068
26/11/2002,0.000176268133219111,0.000197207280423274,0.000118238216619484,7.31656032898036e-05,6.14441099371313e-05
27/11/2002,0.000177096517311641,0.000351534759554828,0.00014305549812537,0.000101892266328145,9.4249017874857e-05
02/12/2002,0.000337514146253579,0.000475527063166311,0.000153699125697702,0.000133958280967871,0.000150449687881021
03/12/2002,0.00018463566912941,0.000287576896876884,0.000101506460432503,7.98772415549386e-05,0.000110624142069641
04/12/2002,0.000522482434042594,0.000276995830794632,0.000641905348518215,0.000161793844709134,0.000262302332605184
05/12/2002,0.000134592099941102,0.000360345195797045,0.00032128362652144,6.49814239686833e-05,7.54045004976054e-05
06/12/2002,0.000422001866632166,0.000289802491154184,0.000589538470046657,9.45974748737141e-05,0.000297094427297628
09/12/2002,0.000144303879525523,7.78027540162223e-05,0.000122356199407869,5.72722116805911e-05,7.59565758766578e-05
10/12/2002,0.000317656590259368,0.000236913228965563,0.000351909071887686,6.25010748742777e-05,9.12649687251996e-05
11/12/2002,0.000262106881922407,0.000438425928482691,0.000295282079660943,0.000144297327470725,0.000145236817051441
12/12/2002,0.000192534660264148,0.000540415573382831,0.000369359764721751,9.47604907280252e-05,0.000121858350926786
13/12/2002,0.000155970359151386,0.000214681558690765,0.000136338160051714,0.000106157481452838,5.08482689332108e-05
16/12/2002,0.000292113561296501,0.00013794582906314,0.000395605829861449,0.000160565629267332,0.000108651102165221
17/12/2002,0.000472107643666268,9.24268799787479e-05,0.000202646470272287,7.21560260942655e-05,0.000138267587908757
18/12/2002,0.00011547711279096,4.26017315475804e-05,0.000180106993627179,0.000119977474466495,8.40242999096623e-05
19/12/2002,0.000613234091760885,0.000372923627285651,0.000402982858885897,0.000140646092887313,0.000240814388025275
20/12/2002,0.00040701175262641,0.000158055544264234,0.000271413592861584,6.85041532551036e-05,7.0026098052807e-05
23/12/2002,0.000282111744157825,0.000195052769225189,0.00025786000737876,8.88544251092266e-05,9.71463201887598e-05
26/12/2002,0.000267931837961079,0.000393968228383975,0.000111906796292264,0.000105079852136358,0.000114395176408986
27/12/2002,0.000140437178430235,0.000401491264705962,0.000131066330611662,8.44826942562656e-05,6.58425880113627e-05
30/12/2002,0.000257113792550205,0.000306609354138409,0.000104570697972422,0.00020009480498258,0.000161174588189376
31/12/2002,0.000200298852260389,0.000355886560505037,0.000166777140588527,9.94076071534358e-05,0.000135967282441936
02/01/2003,0.000542217024919118,0.000607412076685832,0.000446717540718855,0.00016559482064777,0.000181366757348615
03/01/2003,0.000343319665581193,0.000375573032199503,0.000315551356094073,8.03721279940387e-05,0.000122371931995993
07/01/2003,0.000593892248886811,0.000579820578316626,0.000291685148098016,9.45003058402108e-05,0.000193204845513678
08/01/2003,0.000245582148275293,0.000235579143291343,0.000202424296464779,4.49393993838959e-05,9.42939902273698e-05
09/01/2003,0.000207454151627136,0.000263499557608419,0.000215736200643337,0.000130153820697235,0.000101053644759705
10/01/2003,0.000273762206544166,0.000482869171636153,0.0003027217320753,0.000177010547386582,0.000192144105097303
13/01/2003,0.000366257650926024,0.000295984451075424,0.00013774629328035,6.23921935605945e-05,5.34633478684824e-05
14/01/2003,0.000168153313735276,0.000392441802364052,0.000134887549000605,6.40758258271955e-05,8.46271749524069e-05
15/01/2003,0.000113361653870922,0.000173171831634517,6.62196456130131e-05,4.63295831390515e-05,6.12074385205071e-05
16/01/2003,0.000502589214467562,0.000326693596590221,9.85437998604022e-05,7.45527672837739e-05,5.07113934527549e-05
22/01/2003,0.00010349671414101,0.000429641348270708,0.000205690074850259,8.81331195166114e-05,0.000124487487950857
23/01/2003,0.000139782031960832,0.000308349511378518,0.000242985813473078,0.00012349864577276,0.000130447431969426
24/01/2003,0.000449391012288528,0.000681802994501665,0.000133646249950049,5.19662725660247e-05,0.000105356455668837
27/01/2003,0.000725042775456597,0.000451960736917766,0.000589200098680942,0.00012621268102763,0.000444489463136384
28/01/2003,0.0002554719787486,0.000175684232975626,0.000281793746797182,0.000105747626436198,0.000136183112569741
29/01/2003,0.000359970374693133,0.00015899017365198,0.000203863533595605,0.000125741562068116,0.000188636246455416
30/01/2003,0.000139156376125229,7.65422665122162e-05,0.000251130991876868,7.29410160779071e-05,0.000137188530309259
31/01/2003,0.000578237896876535,0.000265797029588501,0.000412065461824467,0.000123538448835402,0.000240577834939386
03/02/2003,0.000481262012455678,0.00015442008742618,0.000298595513492277,0.000123034529604366,0.000298989593193762
04/02/2003,0.000302267896113133,0.00025058763892814,0.000204690565864298,0.000113194506382773,8.40789918034573e-05
05/02/2003,0.000449466752595944,0.000329985272147359,0.000289886614796283,8.75159634486408e-05,0.000228948344170074
06/02/2003,0.000339828962435784,0.000226108877593763,0.000252883256311784,0.000226318401941301,0.000294059021785262
07/02/2003,0.000122658386606832,0.00025971713670368,0.000147721051605847,5.6337024234992e-05,0.000102108142085583
10/02/2003,0.000357270602913141,0.00037574703051435,0.00017595839460067,0.000137447501508476,0.000194950681547901
11/02/2003,0.000145516204948688,0.000184930452562198,0.000152794753188106,7.37173478964995e-05,0.000144999411412435
12/02/2003,0.000187618362957315,0.000265640795956042,7.2276660931353e-05,7.59993123314848e-05,9.05254899526517e-05
13/02/2003,0.000325511888344689,0.000358550941582374,0.000167172189383469,0.000146880465679629,0.000260496566062056
14/02/2003,0.000318521153138389,0.000333068724627422,0.000228318282782367,0.000193107546550884,0.000236888949855533
18/02/2003,0.000623917969665507,0.00109544483397988,0.000261798707609365,8.11713333892081e-05,0.000259515290669813
19/02/2003,0.000190580964906649,9.36970210946747e-05,0.000206413083606973,5.85918599819818e-05,0.000162715455638554
20/02/2003,0.000106158411991242,0.000120289908962204,9.98404426696376e-05,5.44271536257996e-05,7.51244254480981e-05
21/02/2003,0.000277291211502344,0.000198390951313805,0.000272526685611867,0.000112550687405427,0.000316978825556487
24/02/2003,0.000124001934177236,0.000245918553172953,0.000168940854828496,5.08155375214573e-05,0.00025869812031415
25/02/2003,0.000233236441391254,0.000175712535936711,0.000257713940465968,0.00011730584919809,0.000333702348130566
26/02/2003,0.000104709836906475,0.000115260873114465,8.83223471351717e-05,5.51861702879335e-05,0.000190248699343992
27/02/2003,0.000305153410752249,0.000455920968476451,0.000228704345569271,0.000134187548247159,0.000299403010509752
28/02/2003,0.000114174139067067,0.000194534986863705,0.000210330719059718,8.02756475486144e-05,0.000210889987831595
03/03/2003,7.08751662010628e-05,0.000264181167982845,0.000107565367694593,6.64890636636931e-05,7.97059649427314e-05
04/03/2003,9.71428339172691e-05,0.000174722444949799,0.000108835090833855,5.9268830584193e-05,7.58385520270119e-05
05/03/2003,0.000183210364627736,0.00019217464813439,0.00013551743268957,0.000109391024716056,0.000245935973058056
06/03/2003,0.000120639518849791,0.000242697866759875,0.000106637012593682,9.50433903881708e-05,9.07601579094304e-05
07/03/2003,0.000446098519092566,0.000342614846924012,0.000198236910838713,0.00018789440428897,0.000495205569310898
10/03/2003,0.000134327838610075,0.000266373004618101,3.43273651656097e-05,3.41306340881185e-05,4.58521493127912e-05
11/03/2003,0.000138720120269888,0.00011026470197807,0.000130833780764564,5.19161333856686e-05,0.000102044270534138
12/03/2003,0.000255640324601199,0.000292997297041926,0.00034140376320828,0.000124086812380606,0.000267242857470553
13/03/2003,0.000219603105850857,0.000333851706843407,0.000293339823740561,0.000142694345359113,0.000293295302383676
14/03/2003,0.000363906407627084,0.000324330470066839,0.000477600656012138,0.000203222832917907,0.000676086706579428
17/03/2003,0.000180104896899549,0.00098449556762934,0.000818561291574775,0.0003174061470211,0.000722463347232243
18/03/2003,0.000186141650595342,0.000286862470310286,0.000212584481978473,0.000124888428079718,0.000308045169494433
19/03/2003,0.000165986845208093,0.000159538724054226,0.000194647275334698,0.00012043093824379,0.000186117836553082
20/03/2003,0.000304951098859004,0.000327828168237002,0.000235636720829607,0.000121059417914267,0.000292045028794864
21/03/2003,0.000153340728165116,0.000411944306829051,0.00029451525768165,7.18605412334646e-05,0.000297225815276322
24/03/2003,0.0001412393790863,0.00011960261490974,0.000187272718207065,5.05592882132801e-05,0.00014978171675306
25/03/2003,0.000290892090933984,0.000255002109531861,0.000260758807444537,0.000102572862671285,0.000230789499116957
26/03/2003,0.0001256655547875,0.000327908036283652,0.000153860666807148,7.69735002503021e-05,0.000126768937580008
27/03/2003,0.00016198797454854,0.00014451586862934,6.31107355840772e-05,8.23872986104414e-05,0.000133007512658703
28/03/2003,0.000120166598725333,0.000168580432338116,9.6338054086212e-05,6.95876414627166e-05,0.000100768978767544
31/03/2003,5.70630088264046e-05,0.000223853797774378,0.000127805474128142,6.27832108538605e-05,0.000188096846109094
01/04/2003,0.000187350080444191,0.0002627454587741,0.00019472492808038,9.50147726393395e-05,0.000142931537787369
02/04/2003,0.000247251815553082,0.000197949028149621,0.000108607490797249,7.59260870770175e-05,0.000203542713488806
03/04/2003,0.000222740016086143,0.000194832231985227,0.000104403357200705,8.38939943067835e-05,6.53607572264833e-05
04/04/2003,0.000215629018514873,8.2879965195324e-05,0.000304680150162521,8.80596211558918e-05,0.000104744031694868
07/04/2003,0.000126196322752125,0.000237217078293966,0.00012776584683036,8.25747608918325e-05,0.00013997841123092
08/04/2003,0.000138075132250733,6.72114077596947e-05,0.000443179435115699,9.76268177977196e-05,0.000207192419023102
09/04/2003,0.000150719319189086,0.000216058813311404,0.000201083512157738,8.66657663881819e-05,0.000161831809292544
11/04/2003,0.000599989100588392,0.000321842650093169,0.0001515955203578,6.74378395952797e-05,0.00017452958497536
14/04/2003,8.53232431184685e-05,0.000156859154056631,0.00013018126621651,8.63845562238709e-05,0.00016379571579745
15/04/2003,0.000139985439477805,0.000400439591231434,0.000128872679081055,0.000143098628712308,0.000118231290490948
16/04/2003,0.00111251992098972,0.000234631431949548,0.000296686444205885,0.00012935816955855,0.000120214402903615
17/04/2003,0.000248007772520319,0.000115302188370715,0.000188908664708563,7.03029330408765e-05,0.000193086756591079
21/04/2003,0.000104096694458633,0.0011867004285055,0.000170006347785716,4.63312013765497e-05,8.48512438839945e-05
22/04/2003,0.000167864644467101,0.000232061273169807,0.000123133631446389,0.00011363716447973,0.000197862333862708
23/04/2003,0.000184866986562203,0.000246513293585509,0.000176833035241528,6.90462835621682e-05,0.000101004921960439
25/04/2003,0.000130090161524846,0.000248263875777393,0.000323778388236907,4.46171781644636e-05,0.000116946758392704
28/04/2003,0.000578038067261439,0.000110034603882904,0.000372411371060537,9.63271530179235e-05,9.35804820027078e-05
29/04/2003,0.000268227861364529,0.000128852008101856,0.000223569473807699,9.03895954043531e-05,0.000110255925408135
30/04/2003,0.000282913644604566,0.000168055426120771,0.00011283197605365,6.9988906696504e-05,6.87923389495068e-05
01/05/2003,0.000286391467423016,0.000152995813179604,0.000127810233958676,9.26224431957176e-05,0.000104195926568259
02/05/2003,0.000130478841146459,0.000249885228836887,0.000188319051909039,0.000130518803476911,0.000190816089814374
05/05/2003,0.00161091887178304,0.000192956478625143,8.62842105749932e-05,7.88796515986232e-05,5.17772643594524e-05
06/05/2003,0.00107515848136098,0.000316715856995307,0.000204119942736292,0.000105950581300418,0.000156584160160631
07/05/2003,0.000745732646968254,0.000198502209384778,0.000119458906825438,8.56423965916922e-05,8.88065439024512e-05
08/05/2003,0.000297238211384212,9.90554021611449e-05,0.000157019491147666,3.88684169205834e-05,8.44642270521491e-05
09/05/2003,0.000178401469234885,0.000134750773888889,0.000166492881299312,4.56956846040198e-05,0.000193305496409139
12/05/2003,0.000439615025056111,0.000231826512557818,0.000154513107215677,6.34996922149201e-05,9.14526777751427e-05
13/05/2003,0.00028147171790823,0.000434551326872603,0.000193968542918042,4.9564261964257e-05,4.60554662932172e-05
14/05/2003,0.000148814659601458,7.0803994420625e-05,0.000125239497367226,4.94909845666037e-05,2.92844200258238e-05
15/05/2003,0.000241201079882271,9.71600380170402e-05,0.000172156033951372,5.56026541078382e-05,6.38066917716086e-05
16/05/2003,0.000216492761122288,0.000196490485393092,0.00011721092468634,3.11275336911727e-05,6.67995615057049e-05
19/05/2003,0.000102369959318126,0.000100487140749685,0.000102728855505704,2.8271538226415e-05,4.99661046222493e-05
20/05/2003,0.000261383446687885,0.000274834265088907,0.000147327642098249,0.000103090918896492,8.24010033901614e-05
21/05/2003,0.000234265536987549,0.000146376890326078,0.00014907560097421,9.23880835572545e-05,7.07316092999392e-05
22/05/2003,0.000221627481666785,0.00041754814952898,7.98661003133436e-05,3.60321167786209e-05,5.28406350349469e-05
23/05/2003,0.00016919028949992,0.000105700450328356,6.26638725480153e-05,3.24481000406102e-05,0.000102503482677278
27/05/2003,0.000307511167026237,0.000760077936864614,0.000184883974635855,0.000119737467249611,0.000121547022897645
28/05/2003,0.000260815807193692,0.000237037767225102,0.000168342284578734,7.77751060439737e-05,0.000108118507186106
29/05/2003,0.000252877210342645,0.000278071780748454,0.000394359887322865,7.74513978058595e-05,0.000161816993250452
30/05/2003,0.000328826142499698,0.00027211268449502,0.00015025791948855,9.3006358305917e-05,0.000120207245177744
02/06/2003,0.000361697380133758,0.000240094913805019,0.000165783815037381,4.28062713801534e-05,0.00010497866365289
03/06/2003,0.000516184967579219,0.00024616565698706,0.000159745808866266,9.50242360151021e-05,6.58927204075511e-05
04/06/2003,0.000526670411978856,0.000291147079319204,0.000238970447109454,4.23656816132072e-05,9.57094056352689e-05
05/06/2003,0.000365073770427157,0.000207313589841179,0.000130578066532323,3.24546116598886e-05,4.11116917279406e-05
06/06/2003,0.000371050231738842,0.000561540697105642,0.000188294195435844,8.50260339129013e-05,7.52587062477229e-05
09/06/2003,0.000350509977280361,0.000380551302141104,0.000306413441820105,0.000111304940472409,9.43269519028488e-05
10/06/2003,0.000322544822806319,0.000425662295293748,0.000144336556253856,4.41986976535039e-05,0.000116251836014739
11/06/2003,0.000586237173488535,0.000349964698431921,0.000176730092744482,6.37050061717639e-05,0.00012974153702114
12/06/2003,0.000293895237812855,0.000168649078952882,0.000176769851188945,4.98376658456582e-05,8.54108938468543e-05
13/06/2003,0.000217797689200037,0.000109957547150241,0.000104021788897476,3.46750136455387e-05,7.37982836625354e-05
16/06/2003,0.00037368978863653,0.00026327132280576,0.000173142141283275,8.44326521780855e-05,9.11557300833433e-05
17/06/2003,0.000242657481366391,0.000265840520861797,0.000100906031863449,6.05794226950179e-05,0.000150723910430194
18/06/2003,0.000565587152496161,0.000341280537618534,0.000241347271682656,6.98274429140872e-05,0.000121177864013931
19/06/2003,0.000499304779792807,0.000252974652588928,0.000209426373530098,4.12845381709612e-05,0.000118332096975512
20/06/2003,0.000489119904285466,0.000150437716990603,7.41313541366533e-05,2.39305869835809e-05,0.000107447343073101
23/06/2003,0.000449260483398756,0.000342416228849221,0.000100269713218586,2.12131753808693e-05,6.73516416783797e-05
24/06/2003,0.000156783880924346,0.000221083689911938,0.000208563713646837,8.63609938917257e-05,0.000156667916870593
25/06/2003,0.000405400196134587,0.00019579673363977,0.000195080593436278,9.49575537057313e-05,0.00014950013798247
26/06/2003,0.000246022487591394,0.000331710133396833,0.000192102154844806,0.000101143485748515,0.000564209937590115
27/06/2003,0.000236849354997338,0.000212310636478189,0.000121439041166892,4.74398493202332e-05,8.33641455903478e-05
30/06/2003,0.000263785212798523,0.000118149027720678,0.000149414598806641,6.00451079744575e-05,7.34412291861853e-05
01/07/2003,0.00022925020303623,0.000278827733364859,0.000265774351340272,0.000110532885529901,0.000285430132084774
02/07/2003,0.000122938034831443,0.000173952474558287,0.000189932430876917,5.8233860974828e-05,0.000150382258638739
07/07/2003,0.000352592422185999,0.00019321953629038,0.000139291892124274,4.59937822027282e-05,0.000123932894493083
08/07/2003,0.000471972542290132,0.000805315795946044,0.000246770986923123,7.25658271905192e-05,9.72514368970999e-05
09/07/2003,0.000238220608132076,0.000239325523365053,0.000223973883638743,5.34837920685082e-05,8.52340321733475e-05
10/07/2003,0.000271148722848363,0.000128945094171272,0.000261563801690402,4.38002729583971e-05,9.20711761099357e-05
11/07/2003,0.000328950350282212,0.000330740565159215,0.00019240230793256,6.70556074015907e-05,0.000125348419604931
14/07/2003,0.000205612397451648,0.000254396701397248,0.00023610702003909,3.92400027207206e-05,7.61816556742619e-05
15/07/2003,0.000223824419691784,0.000162225415255391,0.000189361009582691,9.09177547714987e-05,9.84265290752904e-05
16/07/2003,0.000370073721465034,0.000195140518653202,0.000167975402183053,6.96407155326883e-05,5.01783042528477e-05
17/07/2003,0.000731911608110235,0.000230443262059138,0.000208533816407419,5.10816895980144e-05,0.000112137563702492
18/07/2003,0.000248204653691387,0.000113067912065199,0.000253953194039162,4.59102133031737e-05,7.55489049326748e-05
21/07/2003,0.000139276218817881,0.000481374350383843,0.000224342266990005,3.10421947601069e-05,5.94734726538149e-05
22/07/2003,0.000299107917090063,0.000236988984064157,0.000333379467894835,3.81730655961803e-05,0.000108562738847218
23/07/2003,0.000178268323248331,0.000610851303734427,0.000424411544029043,4.58925498178806e-05,0.000100139029871376
24/07/2003,0.00030886534801766,0.000695062558689626,0.000117615323944001,3.31003673770642e-05,7.53764365661321e-05
25/07/2003,0.000586811659541021,0.000244838589775671,0.000804607605525554,9.95281902510002e-05,0.000196528791339326
28/07/2003,0.000114803797102616,0.000240607130070132,0.000148697095167855,6.11593054697448e-05,0.000141827582942657
29/07/2003,0.000701101433418204,0.000106412901849066,0.000300019516040638,3.35127391058949e-05,0.000161095958318658
30/07/2003,7.11969660690494e-05,0.000121859794840687,0.000154531646646831,2.94595605191454e-05,6.93807795517517e-05
31/07/2003,0.000485315844004651,0.000266698943838801,0.000122607702333534,8.37690404529836e-05,0.000174246621831941
01/08/2003,0.000292212644455339,9.85627663091958e-05,0.000166752965822447,3.85545165535371e-05,7.01065266279172e-05
04/08/2003,0.000451395444355465,0.000186449960886466,0.000129317204292507,6.46016237349561e-05,0.000164730559151389
05/08/2003,0.000417898278038579,0.000166539734803182,0.00015271274566567,4.11415449106364e-05,7.14638945238774e-05
06/08/2003,0.000322900653295387,0.000265566281262557,0.000161932379634659,7.10039564960896e-05,0.000285714987715908
07/08/2003,0.00033168214843301,0.000157968859369097,0.000192175849271463,6.6060989746219e-05,0.000123132818553907
08/08/2003,0.000168604051373866,0.000113101404986152,7.09747435427808e-05,5.38664905906046e-05,7.82432325002392e-05
11/08/2003,0.000136795878375534,0.000100442699235084,6.06586776719662e-05,5.24941526781428e-05,6.43845196880731e-05
12/08/2003,0.000107445428871058,0.00067570959797044,8.12995847095426e-05,4.79072303817613e-05,6.72552955999461e-05
13/08/2003,0.000159244144803191,0.000141447578045492,7.39721900233344e-05,4.93075935549715e-05,5.52333463791575e-05
14/08/2003,0.000181624867483984,9.2302290533009e-05,0.000158615789081057,5.95299888368203e-05,5.33622426258729e-05
15/08/2003,0.000112052756879683,4.08606151188084e-05,8.04135854204264e-05,2.29204022747686e-05,3.17539587985192e-05
18/08/2003,0.000277240716575192,0.000429303853597887,0.000169522186004801,6.52487612499895e-05,4.40317753716695e-05
19/08/2003,0.000144671907088377,0.000233926505906604,9.08750121073023e-05,3.75609465185292e-05,0.000134416436446008
