dts,rsv_n_1,rsv_n_2,rsv_n_3,rsv_n_4,rsv_n_5
27/09/2002,0.000352261724621571,0.00039236463701278,0.000250267575626567,0.000322940612429725,0.000330274723510794
30/09/2002,0.000337490322672118,0.00101791843447274,0.000672257290757096,0.000494991496424582,0.000698123386059829
01/10/2002,0.00124201775261996,0.000383535967185523,0.000625268467812213,0.000329129699515881,0.00034940634404195
02/10/2002,0.000551626460660715,0.000282669195954275,0.00114140220307196,0.000923058734470682,0.000578949889718795
03/10/2002,0.000368242532592988,0.0002792392829686,0.000954791846829056,0.000324289279365532,0.000561495212550514
07/10/2002,0.000609436318241124,0.000500284682221575,0.000936807104629773,0.000387372658387741,0.000294016607510001
08/10/2002,0.000623290490263315,0.000370846708580806,0.00307902597173744,0.000860716589750126,0.00042536215840465
09/10/2002,0.000378936478285171,0.000387527051693808,0.000625648627399823,0.000470715037015792,0.000507914702680598
10/10/2002,0.000323689596965212,0.000226924774124019,0.00111181269661251,0.000459746110823425,0.000268191250047039
11/10/2002,0.000355003478180746,0.000404028228853904,0.00074944554877878,0.000308751091018431,0.000166753146704126
14/10/2002,0.000163735820159023,0.00042705795841602,0.000671691066570342,0.000159161253500781,0.000190183614861254
15/10/2002,0.000434316883619594,0.000727661155861839,0.000718964500012043,0.000117273035359212,0.000103264805978664
16/10/2002,0.000418455502119489,0.000321531262902677,0.000780054260084317,0.000349674304318575,0.000119077588438089
17/10/2002,0.000351693488860011,0.00118579342442059,0.000971866139787813,0.000190832829794709,0.000617914837898954
18/10/2002,0.000146165162803286,0.000468738182886757,0.000619466142865658,0.000183528146283344,0.000520616164318572
21/10/2002,0.000234453128704832,0.000287952658508191,0.000469603019900041,0.000103822810906748,0.000229411319166338
23/10/2002,0.000250005988403482,0.000105762639810222,0.000621997428319051,0.000204824249638832,0.000158968511659067
24/10/2002,0.000686806084864852,0.000328036002670011,0.000682433262153725,0.000385165231813008,0.000411283072571472
25/10/2002,0.000221507404025273,0.000383120617378956,0.000454973490679784,9.83262445081237e-05,0.000102751712520286
28/10/2002,0.000559089748672524,0.000316980265836505,0.00233178736202291,0.000157912479192273,0.000240590554243409
29/10/2002,0.000533162533334039,0.000486733281183331,0.00111982686270911,0.000230102499698211,0.000361304923611609
30/10/2002,0.000491721120280694,0.000458127749511037,0.00119626012163772,0.000239721437074519,0.000194194636038135
01/11/2002,0.000193956662353678,7.80905201303009e-05,0.000309435282872117,0.000134654476403371,0.000171747469334632
04/11/2002,0.00030037025341242,0.000873826993306668,0.000580646348217728,9.25398166456224e-05,0.00015487621727113
05/11/2002,0.000296829340703833,0.000374721500346428,0.000312832064785687,8.75219836086267e-05,9.82449199238515e-05
06/11/2002,0.000863700432329509,0.000604261937189051,0.00110545801245444,0.000200600504787815,0.000293537672804287
07/11/2002,0.000623444309792054,0.000210246428802024,0.000420812619292982,0.000142108991820766,0.000142604638474692
08/11/2002,0.000334198200844818,0.000367130489058844,0.000508110291344809,0.000182569168665993,0.00018866511304551
11/11/2002,0.000634873049292241,0.00028439227016704,0.000667177707083594,0.000128508864255506,0.000239146851669863
12/11/2002,0.000375720087455857,0.00023564636766172,0.000394216117776889,0.000126837992758022,9.77523607356396e-05
13/11/2002,0.000851870903558706,0.0003038736017678,0.000318821950488866,0.000135132215987658,0.000167306013892512
14/11/2002,0.000193923211778405,9.4838506288904e-05,0.0001422382260506,9.90000470614537e-05,5.17090263092458e-05
15/11/2002,0.000325023403536876,0.000153568219519572,0.000644403943551458,9.43480566462036e-05,0.00018201214898868
18/11/2002,0.000639066769506464,0.000434036105000735,0.00046886216137125,0.000119477882505401,0.000125327105717882
19/11/2002,0.000469520169483836,0.0002987925325118,0.000491686379367487,0.000112779644012172,0.000179214734801715
21/11/2002,0.00025657775119951,0.000218574286564654,0.000237236398422372,0.000102026742127135,0.000103722053762691
22/11/2002,0.000362189874515916,0.000209616030420328,0.000238855674876582,7.18368036683227e-05,9.06696866483483e-05
25/11/2002,0.000359020825603446,0.000150558907321882,0.000179679133707478,7.80104100469746e-05,0.00011333713468486
26/11/2002,0.000497843369542841,0.000233252590984649,0.000168506430894407,0.000104391814944527,9.87397089774176e-05
27/11/2002,0.000200048180480197,0.000154313044366059,0.000218755491461187,7.14545975564245e-05,7.53605052715089e-05
02/12/2002,0.000624656304031248,0.000483323776289702,0.000334114997295694,0.000152194288930326,0.000195908597270306
03/12/2002,0.000180341398291811,0.000342793060804929,0.000289595146478202,9.869384935625e-05,0.000144235268688869
04/12/2002,0.000801364658476679,0.000537539647693458,0.000737488003063113,0.000120709424384485,0.000204348897052535
05/12/2002,0.000430669161938021,0.00109805885230726,0.000604216851343822,0.000133659283034279,0.000181192447041013
06/12/2002,0.000244100098114882,0.000155839594100979,0.000236112427368291,9.29824248783377e-05,0.000203123419976107
09/12/2002,0.000219601769027667,0.000208197776591286,0.0002714350549198,0.00011279200278455,0.000215703002535922
10/12/2002,0.000134328805574506,0.000721939665335639,0.000218983633859311,6.0020056263937e-05,9.70176623876409e-05
11/12/2002,0.000332301274189335,0.000141682668773672,0.000187254257886894,0.000151646566808284,9.78860748722318e-05
12/12/2002,0.000302418793378159,0.00049843289076515,0.000229673821025004,0.000162291554441319,0.000193278978599182
13/12/2002,0.000257712069622649,0.000154832834387487,0.000310775402629547,0.00012664340756096,0.00015954806085693
16/12/2002,0.000198797314612425,0.000107092546237186,0.000314575382233948,6.28586835145726e-05,3.96347844009538e-05
17/12/2002,0.000427827037569331,9.84057206781114e-05,0.000215005324113235,0.000110391166318802,0.000110044578539529
18/12/2002,0.00024709056439663,0.000105592960677483,0.000324744111189635,0.000143499431175999,0.00012761823749823
19/12/2002,0.000565563762450734,0.000216432165875846,0.000270759039931538,0.000161832366517681,0.000240042112003741
20/12/2002,0.000365551519757075,0.000177258713324853,0.000340474578519568,2.50251091172702e-05,0.000130909087630736
23/12/2002,8.49594538276966e-05,6.51259103620307e-05,0.000132037708602829,6.08540036467864e-05,4.99034386942071e-05
26/12/2002,0.000285718030926462,0.000880484847284071,0.000153837877501176,9.0808920087087e-05,0.000107447903674911
27/12/2002,0.000217337245065813,0.000706701074298785,9.0095277098456e-05,0.000116767300315995,8.24115260212552e-05
30/12/2002,0.000346693313755519,0.000387425748982908,9.41806882714872e-05,0.000299244540133485,0.000155794498343963
31/12/2002,0.000131668843610115,0.000667448687035048,0.000123371977008972,0.000122358279291462,0.000193821485897187
02/01/2003,0.000176231327475198,0.000370270803064645,0.000149610602067887,6.11693786718822e-05,5.35297386493966e-05
03/01/2003,0.000269545140648855,0.000150956535262369,0.000210173567492904,0.000105770989444971,0.000101682698112789
07/01/2003,0.000398958612639104,0.000359302001638881,0.000266547137863063,5.72552364192305e-05,0.000162431599600457
08/01/2003,0.000229697619434171,0.000248652220366222,0.000150103989619526,7.43618547309217e-05,0.000179087955045437
09/01/2003,0.000174250451948239,9.7454048477547e-05,8.55993223249651e-05,5.04706629585393e-05,5.02299321387104e-05
10/01/2003,0.000238625999322663,0.000352894794967298,0.000186469951212212,9.83019702367334e-05,0.000110238686636514
13/01/2003,0.000461774680544988,0.000114981545199296,0.000208861779546336,7.2501192087366e-05,9.61128488408183e-05
14/01/2003,0.000298110478871392,0.000165230273878929,8.38880503347887e-05,5.37188582805665e-05,3.81811487136085e-05
15/01/2003,0.000173251781908228,0.000167222678960386,0.000182117603057532,7.42039570872001e-05,0.000104942259676306
16/01/2003,0.00023657067163168,0.000398407288531702,0.000183440264451215,0.000116203244390575,0.000119420428692632
22/01/2003,0.000102056076361219,0.000367147690732512,0.000215560803195693,9.71141554225778e-05,0.000181462330132387
23/01/2003,0.000128092125199057,0.00032543106512293,0.000119186310073374,0.000119561987686638,0.000108011705407303
24/01/2003,0.000749711427546611,0.00079583883110412,0.000429117507425834,8.78317603602395e-05,0.000310352329963927
27/01/2003,0.000317507286840326,0.000310505889357535,0.000423563572144629,0.000121296629172333,0.000334114425192977
28/01/2003,0.00015178411459723,0.000202224503807093,0.000143885825021505,8.48409955476048e-05,0.000191745485928936
29/01/2003,0.000336982097354976,8.35437364227819e-05,0.000265066282803454,0.000123799666276847,0.000141436807874489
30/01/2003,0.0004204138098787,0.000123370706086584,0.000305101479598796,0.000128593784341409,0.000418682804173451
31/01/2003,0.000247123319441924,0.000244526362247473,0.000545422135848253,0.000128285926828055,0.000296045133693833
03/02/2003,0.000193859771219126,0.000137112749008614,0.000648710164849173,0.000111100219234209,0.000200492617861808
04/02/2003,0.000243423019964768,0.000166835025311121,0.000289052999151433,9.17528448434031e-05,0.000176773702375309
05/02/2003,0.000474036198510933,0.000236059310023557,0.000488360739143873,0.000116491988711742,0.000396106270654734
06/02/2003,0.000304658475730271,0.000202021414195985,0.000235192852421634,0.000200315984206216,0.000176342210152151
07/02/2003,0.000203703761521148,0.000552407264886174,0.000365116589317538,5.0999681878624e-05,0.000226069262134942
10/02/2003,0.000292294939131237,0.000426932442114373,0.000115498449993797,8.22128101354161e-05,0.000107990212481549
11/02/2003,0.000194636364116878,0.000253931001714458,7.01345994032567e-05,9.73133111942055e-05,0.0001586957934027
12/02/2003,8.90444289115967e-05,0.000110405923925529,0.000180457855465736,0.000124243552265374,7.86158892445469e-05
13/02/2003,0.000222947319872394,0.000715131467160183,0.000152849225504604,0.000172694996308012,0.000141421248157244
14/02/2003,0.000352419518225288,0.000275741524952032,0.000139758142536128,0.000111153087563333,0.000116962116640349
18/02/2003,0.000147251960657329,6.76333801843513e-05,8.48163646943098e-05,4.00557767335544e-05,8.85442374600492e-05
19/02/2003,0.000159557240863029,7.91450065692754e-05,9.12075556739951e-05,4.45215336425541e-05,0.000165789966637636
20/02/2003,0.000103275833103576,9.8752707460391e-05,0.000310161874553729,6.3713775218651e-05,0.000215905460260764
21/02/2003,0.000132017891894272,8.86510697299103e-05,0.000114879468669996,8.30325290884119e-05,0.000183182473395467
24/02/2003,0.000134840274589734,0.00015032949403705,0.000171707711184317,7.13580505171764e-05,0.000176565425723015
25/02/2003,0.000100873673647019,0.000140365927544669,0.000243614082209291,9.08097376975865e-05,0.000169361241218743
26/02/2003,0.000266065370190626,9.57347569284423e-05,0.000222779842137919,9.08896053701975e-05,0.000315678159522506
27/02/2003,0.000227450405880005,0.00032269797636015,0.000180131891099876,0.000131283484091318,0.000383102923203419
28/02/2003,9.71206449722652e-05,7.24617166348377e-05,0.000158866127180165,9.85566084602459e-05,0.000178720833170322
03/03/2003,0.000230481749341911,0.000324548202238328,0.00021088741668128,0.000100470200918448,0.000130185571505274
04/03/2003,0.000190846565966311,5.13286400963423e-05,0.00011430188517824,9.41326342546085e-05,0.000135201711120832
05/03/2003,0.000216930810411356,0.000179398778932368,0.0001282280030986,7.75073531579177e-05,0.00020569266893692
06/03/2003,0.000267538811557737,0.000177204126928336,8.55738699587493e-05,7.67560381250728e-05,6.97184592768968e-05
07/03/2003,0.000278278505361571,9.34840058487419e-05,0.000143301749329486,0.000115961340081431,0.000222129835108005
10/03/2003,0.000211436184455467,0.00011385286835195,5.41518205547371e-05,6.44174019244485e-05,0.000114530028503335
11/03/2003,0.000190846065618472,7.5789885496818e-05,0.000105598712733683,7.43961902465841e-05,0.000144351533578018
12/03/2003,0.000173338241975083,0.000103241367082648,0.000283905142644319,0.000112190676912803,0.000181774691972162
13/03/2003,0.000164638522360397,0.000186960074722496,0.00024672733287658,6.16224200453676e-05,0.000121677427447162
14/03/2003,0.000385155957380902,0.000302319018986907,0.000509470105957872,0.000125046562974354,0.000413841874051045
17/03/2003,0.000180673200447701,0.000365677926024316,0.000243635975798827,7.17921403389154e-05,0.000374419128432326
18/03/2003,0.000157697945174738,0.000190258521140428,0.000214797305582482,0.00015303260778056,0.000269834996996882
19/03/2003,0.000190747559173115,0.000218588206678719,0.00024147994643218,8.71167115237129e-05,0.000148988044842855
20/03/2003,0.000165725857330781,0.000112400436268562,0.000248677623276549,7.24708245388019e-05,0.000185314345227027
21/03/2003,0.000332838315721378,0.000391739145334403,0.000462670554938922,4.80580684563219e-05,0.000349881176421479
24/03/2003,0.000253541931078237,0.000271346555292161,9.46075122121113e-05,4.88309612202467e-05,0.000114224622247014
25/03/2003,0.000159912180953419,0.000115743453141697,0.000134452080552448,6.39188719075192e-05,0.000290802548569613
26/03/2003,0.000150965297340483,0.000170274663085665,9.4520839772057e-05,9.0998058934603e-05,0.000151366931304312
27/03/2003,0.00011039228835102,0.000119279688019076,0.000119840542727154,6.9743288121805e-05,0.000165112230638168
28/03/2003,0.000100061787146144,0.000140897487644885,0.000121879537881283,6.44048941904224e-05,8.65586115272988e-05
31/03/2003,0.000147264197065375,0.000752961005288035,0.000170487935729512,7.62264052488648e-05,0.000233142007657857
01/04/2003,0.000104979963363036,0.00028644563394666,0.000153869372572734,9.49867182489493e-05,0.000150353149889979
02/04/2003,0.000144499914530491,7.24596794166963e-05,9.5903867536541e-05,4.49596352997589e-05,0.000103737336972563
03/04/2003,0.000304064018824849,0.000208976285706176,0.000274503377098613,7.68530351714519e-05,0.000122168915325887
04/04/2003,0.000213783150330552,0.00020580303504501,0.000290548129063353,0.000120465161354267,0.000225498716248985
07/04/2003,0.000233730473376192,0.000305866712344057,0.000442660325416694,0.000147473546305787,0.000520817584699514
08/04/2003,0.000162364680674141,0.00012951942411256,0.000195702642007787,0.000124514179900731,0.000206149780322027
09/04/2003,0.000269749196804246,0.000451330989265492,0.000324702608503511,0.000101912660619971,0.0018554441144382
11/04/2003,0.00182938103221276,0.000251087127123697,0.000310362181389695,0.000119065546915231,0.000363303229678896
14/04/2003,0.000143289423781213,0.000101115818136068,9.47931367988554e-05,4.59837491450721e-05,0.000126149366593704
15/04/2003,0.00035107329690255,0.000209159444674448,0.000158340330623198,6.2236271677841e-05,0.000140675863009072
16/04/2003,0.000297710066681627,0.000444361189609563,0.000215557503520881,9.69743938510103e-05,0.000233616631578782
17/04/2003,0.000220709103597247,8.3967497781536e-05,6.39859749847289e-05,5.30538069182177e-05,6.85031311349376e-05
21/04/2003,0.000146645436753891,0.000331167452153075,0.000222425081848738,0.000108977781606505,0.000138672088298455
22/04/2003,8.18446058522441e-05,0.000267454041080308,2.84084494139762e-05,2.74883663214242e-05,8.48142776348811e-05
23/04/2003,0.000189037704821879,0.0010039017065124,0.000270835172470414,7.09965990139653e-05,0.000113994087945956
25/04/2003,0.000174570386935291,0.000109451826325195,0.000524641154617802,0.000131076400715214,8.35279048876453e-05
28/04/2003,0.000164312006690622,4.2245699336381e-05,0.00012067563792606,5.92552214016117e-05,5.37747690108482e-05
29/04/2003,0.000289914777144195,0.000137259329887877,0.000268379503000891,9.7896349341683e-05,0.000158170532721229
30/04/2003,0.000218428192871598,0.000151201847850415,0.000234712624888997,8.14038139450768e-05,0.000148710321590596
01/05/2003,0.000199218956704119,0.00018553232457548,0.000161016361858145,0.000105486638808573,0.000111608808739484
02/05/2003,0.000150648483797609,0.000116087931115925,0.00011493718511034,4.81545483235163e-05,9.70113692179184e-05
05/05/2003,0.00060762238482475,0.000172474936644106,0.000131862220277259,8.27695772267113e-05,0.000108176756589254
06/05/2003,0.000361392610337865,0.000105115572305538,0.000160299263489028,5.85657383769621e-05,8.75113719184823e-05
07/05/2003,0.000531235346590208,0.000208040490938419,0.000181089671017081,7.10200263265882e-05,7.90852898385763e-05
08/05/2003,0.000386863459177412,7.26055567526795e-05,0.000121966072322872,4.85855517084527e-05,6.73138630238201e-05
09/05/2003,0.000248798455364246,0.000111149159431047,5.48948248126402e-05,3.19370687383895e-05,5.05818245110951e-05
12/05/2003,0.000238214279352163,0.000148819861843336,0.000117268690450022,3.37345178551547e-05,8.9993784868145e-05
13/05/2003,0.000218998873439666,0.000176864529642033,0.000143787035533308,3.26245768538763e-05,7.8765511507009e-05
14/05/2003,0.000216932540071927,0.000135084067569747,0.000261165352581095,9.47026596620378e-05,0.000114625519169209
15/05/2003,0.000147913898175584,0.000140331696346126,0.000104764219690954,4.73906228773263e-05,6.78478477305385e-05
16/05/2003,0.000263541342877472,0.00013831253262259,0.000146880714617198,4.32102134043432e-05,0.00013244783624269
19/05/2003,0.00018959348311897,0.000205749497239929,0.000250388970075758,6.24198047862064e-05,0.000117500274109167
20/05/2003,0.000602816775337035,0.000251231146154932,0.000187681592081074,0.000107272349467295,0.000166885306424107
21/05/2003,0.000171608396752996,0.000157671012013486,0.000153771031192907,8.84879506937434e-05,0.000137034840122908
22/05/2003,0.00012578038920037,0.00014437824140241,8.3179059814239e-05,6.22883757366988e-05,5.73586831733935e-05
23/05/2003,0.000248712179037784,0.00013668366017681,0.000141384668967075,3.96155669722071e-05,8.24096484909256e-05
27/05/2003,0.00046676839371386,0.000203180613860322,8.18690487286308e-05,2.69322811783842e-05,5.12260022967085e-05
28/05/2003,0.000446791630374575,0.000231225759831141,0.000198634498877806,6.15260775579871e-05,0.00012268973666511
29/05/2003,0.000360341950650193,0.000146106853550003,0.00205410646464708,6.86933048986336e-05,0.000149624972443993
30/05/2003,0.000472624508738591,0.000205458752037525,0.000399766023997411,6.13801079622207e-05,0.00011389082233994
02/06/2003,0.000809506664286461,0.000380060292060091,0.000201859578629527,0.000103229624036343,0.000148721265565282
03/06/2003,0.000558851190141752,0.000196771285890325,8.00161266438692e-05,8.33829640440728e-05,5.67836548486505e-05
04/06/2003,0.000341700028463283,0.000223676198826259,0.000129831841221387,3.47596230959392e-05,0.000190423034808099
05/06/2003,0.0002698276581277,0.000186951006566296,0.000114736999330415,9.65962591125137e-05,9.00559152207937e-05
06/06/2003,0.000497601471368944,0.00112774575717514,0.000341793427660577,0.000124336028948735,0.000149641044980871
09/06/2003,0.000425594659391246,0.000324680577222351,0.00020079732998257,6.65035049920022e-05,5.46072009727054e-05
10/06/2003,0.000138596599632432,0.00056246177830087,0.000142752902799821,8.12678342454233e-05,5.03944663522806e-05
11/06/2003,0.000400128240133774,0.000213663775595125,0.000109605577294349,3.58518804208603e-05,0.00010574154106341
12/06/2003,0.000289558837977533,0.000174427872231779,7.90959933167746e-05,8.16261798020188e-05,8.8181856489563e-05
13/06/2003,0.000502149174975574,0.000355296808380849,0.000515368507946292,7.52789878420386e-05,0.000194700983923158
16/06/2003,0.000192607497789938,0.000124616647999489,5.86014478455514e-05,4.87179962366441e-05,3.77132912090348e-05
17/06/2003,0.00040962263000141,0.000308787562549305,9.0812348418503e-05,0.000101665105506249,6.62226513263952e-05
18/06/2003,0.000393247867198853,0.000333464481589496,9.00267750303591e-05,6.95762073457745e-05,0.000107446003148336
19/06/2003,0.00085446346162237,0.00029268780497278,0.000304091228119768,3.59077402048066e-05,0.000111202792165348
20/06/2003,0.000532328660505938,0.000244627242720102,0.000240736581645527,3.31621114997175e-05,0.000172322171862741
23/06/2003,0.000457594680465124,0.000236998776189799,0.000288162343781142,6.21820605140393e-05,0.000117511503283939
24/06/2003,0.00029423751999994,0.000341250036293721,0.000543244314113491,4.87052047760675e-05,0.000114621830144853
25/06/2003,0.000293184968021958,0.000238906846645871,0.000217607690817282,0.000118648708211636,0.000233734182903236
26/06/2003,0.000166190742887072,0.000188162608642543,0.000178364352387749,7.50147497718039e-05,0.000108873152589135
27/06/2003,0.000436502338409533,0.000247265353469813,0.00031377707164724,8.45645640410218e-05,0.000153166576860758
30/06/2003,0.000176310790373079,0.000160769466893489,0.000434055047819905,0.000100896322642912,0.0002338327134088
01/07/2003,0.000291371394897645,0.000143741414219167,0.000157810966692986,7.03648965541489e-05,0.000126788692533815
02/07/2003,4.62532324679518e-05,0.000173344304689241,9.55092954067454e-05,3.53776177866138e-05,5.72401144083685e-05
07/07/2003,0.000147725145274432,0.000136609285149446,9.87927404302936e-05,2.51454880709162e-05,3.73095710745181e-05
08/07/2003,0.000290517820358277,0.000199043743004791,0.000151518297726544,4.93079599453131e-05,4.57122752529208e-05
09/07/2003,0.000244354253305536,0.00021001927108292,0.000326131641307956,6.72013715394026e-05,9.55932242408841e-05
10/07/2003,0.000366593891777412,0.000229677612196517,0.000286627246364961,7.19652439741899e-05,0.000107611748381156
11/07/2003,0.000266416674196252,0.000385903518373586,0.000141069428403897,4.72634070020202e-05,8.22716608056671e-05
14/07/2003,0.000304595786692473,0.000118333153181109,0.000345763921078851,7.33268072409108e-05,0.00017065475202173
15/07/2003,0.00035036577455019,0.0004044369608503,0.000292705488692438,7.89104614649375e-05,0.00022002753816837
16/07/2003,0.000594950662878942,0.000378935536282903,0.000269404896956484,7.18436142179616e-05,6.57754231445979e-05
17/07/2003,0.000542112117766048,0.000293638521379093,0.000256086232038596,7.51859549341328e-05,0.000196360963347031
18/07/2003,0.000236511073859304,0.000555931597160712,0.000322975678276332,3.96696351991404e-05,0.000108662333904675
21/07/2003,0.000275617252564365,0.000271960616782699,0.000216436188466969,6.53707568011674e-05,0.000216165920659222
22/07/2003,0.000277881404449699,0.000412344760711897,0.000174957569164685,5.05527128568777e-05,0.000105149964918193
23/07/2003,0.00026252889530658,0.000164404548414553,0.000191616182698626,4.58086545275602e-05,0.000111147467605879
24/07/2003,0.00053160173835527,0.000370973545269021,0.000258877950412255,5.51034469743468e-05,0.000202925534210179
25/07/2003,0.000195257799228494,0.000303263807047144,0.00029586623705317,5.0480984902917e-05,0.000102154411347986
28/07/2003,0.000351340125787864,0.000161431738542051,0.000183133434333762,9.03936024813439e-05,0.000187133653377558
29/07/2003,0.000436029344619487,0.00025605008269207,0.000420482831232933,7.40358192523242e-05,0.000277832088093776
30/07/2003,0.000121844025842193,0.000200243503685754,8.02168720498295e-05,7.9281646363035e-05,0.000109455466626484
31/07/2003,0.000396955521649674,0.000212589294334825,0.000168049099717996,0.000136528235065851,0.000233582611829422
01/08/2003,0.000287865110708189,0.000240065744143398,0.00017625096403376,8.25447551373158e-05,6.59010075933626e-05
04/08/2003,0.00021549572414324,0.000180672318688367,0.000114308598797591,7.39896587711506e-05,0.000160274359395885
05/08/2003,0.000653709906708885,0.000241043237948528,0.000169734209686797,0.000108245717953008,0.000181376840051685
06/08/2003,0.000549053363320406,0.000205541797921225,0.000251208009813416,7.41988315242616e-05,0.000193914362031964
07/08/2003,0.00028862689570492,0.000122669666067293,0.000163901441182627,4.6989388354032e-05,0.000126482367691687
08/08/2003,0.000298610931902325,0.000133822620338511,8.96998389589439e-05,7.42014639267736e-05,0.000111807398434405
11/08/2003,0.000228264617330401,0.000153861870281779,6.66488608025245e-05,4.80756163196165e-05,9.37779529504885e-05
12/08/2003,0.000112716287218491,0.000156004790369856,7.44929462235487e-05,3.22835618065363e-05,6.63561174739488e-05
13/08/2003,8.18887858121537e-05,7.73984020400673e-05,0.000158584087480873,8.06304028511976e-05,7.60865325150961e-05
14/08/2003,0.000185176625019806,6.94445465253289e-05,9.02534101578652e-05,5.02593810745643e-05,5.04053735688222e-05
15/08/2003,0.000158922965853383,4.89641606067721e-05,3.69352228995909e-05,1.60430730061887e-05,2.10369265974642e-05
18/08/2003,0.000167855254341821,0.000104925139634091,5.77552298106685e-05,2.28897409305448e-05,4.7699650752935e-05
19/08/2003,0.000197791376651594,0.000181072442353875,7.23820920038649e-05,5.81127221137114e-05,7.32465936208914e-05
